probe,pos_rmse,x_rmse,y_rmse,theta_mae_deg,theta_median_deg,theta_flip_pct,x_r2,y_r2
chance,0.3168,0.2265,0.2214,90.0000,90.0000,50.0000,0.0000,0.0000
linear,0.0152,0.0114,0.0100,3.5331,2.9939,0.0000,0.9975,0.9980
mlp,0.0124,0.0091,0.0084,3.4027,2.8757,0.0000,0.9984,0.9985
