probe,pos_rmse,x_rmse,y_rmse,theta_mae_deg,theta_median_deg,theta_flip_pct,x_r2,y_r2
chance,0.3168,0.2265,0.2214,90.0000,90.0000,50.0000,0.0000,0.0000
linear,0.0463,0.0342,0.0312,59.3254,46.1063,24.3764,0.9771,0.9801
mlp,0.0325,0.0241,0.0218,28.8467,20.9823,4.4112,0.9886,0.9903
