t,x,y,theta_rad,lateral_err,heading_deg
0,0.15000,0.65000,0.95993,0.15000,55.000
1,0.15241,0.65410,1.03962,0.15410,59.566
2,0.15552,0.65769,0.85715,0.15769,49.111
3,0.16045,0.66156,0.66501,0.16156,38.102
4,0.16870,0.66554,0.44949,0.16554,25.754
5,0.17914,0.66995,0.40048,0.16995,22.946
6,0.19164,0.67469,0.36202,0.17469,20.742
7,0.20487,0.67716,0.18454,0.17716,10.573
8,0.22180,0.67712,-0.00255,0.17712,-0.146
9,0.23881,0.67505,-0.12117,0.17505,-6.943
10,0.25819,0.67069,-0.22127,0.17069,-12.678
11,0.27570,0.66460,-0.33460,0.16460,-19.171
12,0.29397,0.66010,-0.24118,0.16010,-13.818
13,0.31235,0.65406,-0.31773,0.15406,-18.205
14,0.33075,0.64776,-0.32983,0.14776,-18.898
15,0.34936,0.64228,-0.28626,0.14228,-16.402
16,0.36779,0.63677,-0.29059,0.13677,-16.649
17,0.38568,0.63135,-0.29407,0.13135,-16.849
18,0.40325,0.62706,-0.23977,0.12706,-13.738
