t,x,y,theta_rad,lateral_err,heading_deg
0,0.15000,0.63000,0.95993,0.13000,55.000
1,0.15843,0.64200,0.95874,0.14200,54.932
2,0.16190,0.64525,0.75150,0.14525,43.058
3,0.16581,0.64857,0.70468,0.14857,40.375
4,0.17576,0.65532,0.59598,0.15532,34.147
5,0.19650,0.66652,0.49505,0.16652,28.365
6,0.21151,0.67286,0.39952,0.17286,22.891
7,0.23182,0.67959,0.32025,0.17959,18.349
8,0.25653,0.68342,0.15343,0.18342,8.791
9,0.27192,0.68309,-0.02122,0.18309,-1.216
10,0.29548,0.67902,-0.17126,0.17902,-9.812
11,0.31278,0.67428,-0.26720,0.17428,-15.309
12,0.32959,0.67215,-0.12579,0.17215,-7.207
13,0.35189,0.66749,-0.20624,0.16749,-11.816
14,0.37210,0.66245,-0.24454,0.16245,-14.011
15,0.39228,0.65840,-0.19797,0.15840,-11.343
16,0.41424,0.65261,-0.25771,0.15261,-14.766
17,0.43502,0.64585,-0.31466,0.14585,-18.029
18,0.45581,0.63841,-0.34351,0.13841,-19.682
