t,x,y,theta_rad,lateral_err,heading_deg
0,0.15000,0.67000,0.95993,0.17000,55.000
1,0.15254,0.67401,1.00641,0.17401,57.663
2,0.15912,0.68134,0.83864,0.18134,48.050
3,0.17426,0.69188,0.60840,0.19188,34.859
4,0.17958,0.69525,0.56354,0.19525,32.288
5,0.18495,0.69714,0.33896,0.19714,19.421
6,0.19546,0.69838,0.11750,0.19838,6.732
7,0.22022,0.69569,-0.10830,0.19569,-6.205
8,0.23879,0.69119,-0.23777,0.19119,-13.623
9,0.25810,0.68733,-0.19713,0.18733,-11.295
10,0.28169,0.68018,-0.29437,0.18018,-16.866
11,0.30459,0.67378,-0.27251,0.17378,-15.614
12,0.32802,0.66705,-0.27959,0.16705,-16.019
13,0.35153,0.66157,-0.22919,0.16157,-13.132
14,0.37460,0.65528,-0.26620,0.15528,-15.252
15,0.39779,0.64826,-0.29372,0.14826,-16.829
16,0.42049,0.64072,-0.32084,0.14072,-18.383
17,0.44342,0.63354,-0.30320,0.13354,-17.372
18,0.46607,0.62588,-0.32636,0.12588,-18.699
