t,x,y,theta_rad,lateral_err,heading_deg
0,0.15000,0.65000,0.95993,0.15000,55.000
1,0.15254,0.65401,1.00641,0.15401,57.663
2,0.16142,0.66297,0.78956,0.16297,45.239
3,0.17281,0.67093,0.61016,0.17093,34.960
4,0.19136,0.68226,0.54844,0.18226,31.423
5,0.20575,0.68766,0.35869,0.18766,20.551
6,0.22802,0.69135,0.16440,0.19135,9.419
7,0.24567,0.69169,0.01926,0.19169,1.103
8,0.26414,0.69000,-0.09148,0.19000,-5.242
9,0.28571,0.68728,-0.12562,0.18728,-7.198
10,0.30898,0.68226,-0.21221,0.18226,-12.159
11,0.32968,0.67695,-0.25111,0.17695,-14.387
12,0.35186,0.67164,-0.23523,0.17164,-13.477
13,0.37459,0.66633,-0.22918,0.16633,-13.131
14,0.39688,0.65922,-0.30899,0.15922,-17.704
15,0.41922,0.65184,-0.31903,0.15184,-18.279
16,0.44178,0.64453,-0.31309,0.14453,-17.939
17,0.46437,0.63722,-0.31337,0.13722,-17.955
18,0.48669,0.63058,-0.28871,0.13058,-16.542
