t,x,y,theta_rad,lateral_err,heading_deg
0,0.15000,0.68000,0.95993,0.18000,55.000
1,0.15241,0.68410,1.03962,0.18410,59.566
2,0.15552,0.68769,0.85715,0.18769,49.111
3,0.16091,0.69221,0.69743,0.19221,39.960
4,0.16755,0.69560,0.47229,0.19560,27.060
5,0.17308,0.69727,0.29262,0.19727,16.766
6,0.18147,0.69833,0.12662,0.19833,7.255
7,0.20427,0.69658,-0.07698,0.19658,-4.411
8,0.22510,0.69135,-0.24598,0.19135,-14.094
9,0.24712,0.68432,-0.30897,0.18432,-17.703
10,0.27019,0.67572,-0.35664,0.17572,-20.434
11,0.29037,0.66714,-0.40216,0.16714,-23.042
12,0.31300,0.66026,-0.29507,0.16026,-16.906
13,0.33560,0.65235,-0.33697,0.15235,-19.307
14,0.35794,0.64523,-0.30843,0.14523,-17.672
15,0.38036,0.63912,-0.26603,0.13912,-15.242
16,0.40332,0.63257,-0.27799,0.13257,-15.928
17,0.42590,0.62638,-0.26753,0.12638,-15.328
18,0.44762,0.62176,-0.20919,0.12176,-11.986
