t,x,y,theta_rad,lateral_err,heading_deg
0,0.15000,0.60000,0.95993,0.10000,55.000
1,0.15624,0.60633,0.79234,0.10633,45.398
2,0.16465,0.61464,0.77920,0.11464,44.645
3,0.17490,0.62426,0.75407,0.12426,43.205
4,0.17776,0.62805,0.92351,0.12805,52.913
5,0.18090,0.63162,0.85056,0.13162,48.734
6,0.18423,0.63501,0.79347,0.13501,45.463
7,0.18750,0.63845,0.81034,0.13845,46.429
8,0.19028,0.64230,0.94585,0.14230,54.193
9,0.19673,0.65035,0.89524,0.15035,51.293
10,0.19956,0.65417,0.93375,0.15417,53.500
11,0.20409,0.66458,1.16005,0.16458,66.466
12,0.20701,0.66833,0.91005,0.16833,52.142
13,0.21055,0.67150,0.72919,0.17150,41.780
14,0.21434,0.67436,0.64783,0.17436,37.118
15,0.21730,0.67808,0.89783,0.17808,51.442
16,0.21997,0.68200,0.97320,0.18200,55.760
17,0.22241,0.68608,1.03284,0.18608,59.177
18,0.23001,0.69829,1.01397,0.19829,58.096
