t,x,y,theta_rad,lateral_err,heading_deg
0,0.15000,0.55000,0.95993,0.05000,55.000
1,0.16115,0.56481,0.92556,0.06481,53.031
2,0.17218,0.57601,0.79298,0.07601,45.434
3,0.18551,0.58524,0.60550,0.08524,34.692
4,0.19790,0.59227,0.51607,0.09227,29.568
5,0.21066,0.59738,0.38105,0.09738,21.833
6,0.22597,0.60116,0.24235,0.10116,13.885
7,0.24201,0.60258,0.08824,0.10258,5.056
8,0.25881,0.60238,-0.01230,0.10238,-0.705
9,0.27553,0.60122,-0.06915,0.10122,-3.962
10,0.29282,0.59888,-0.13433,0.09888,-7.696
11,0.30923,0.59657,-0.13968,0.09657,-8.003
12,0.32640,0.59455,-0.11755,0.09455,-6.735
13,0.34406,0.59205,-0.14048,0.09205,-8.049
14,0.36124,0.58855,-0.20108,0.08855,-11.521
15,0.37930,0.58471,-0.20937,0.08471,-11.996
16,0.39699,0.58114,-0.19928,0.08114,-11.418
17,0.41396,0.57831,-0.16491,0.07831,-9.448
18,0.43101,0.57543,-0.16776,0.07543,-9.612
