t,x,y,theta_rad,lateral_err,heading_deg
0,0.15000,0.68000,0.95993,0.18000,55.000
1,0.15254,0.68401,1.00602,0.18401,57.641
2,0.16153,0.69248,0.75602,0.19248,43.317
3,0.17243,0.69891,0.53290,0.19891,30.533
4,0.19430,0.70762,0.37866,0.20762,21.696
5,0.21837,0.71424,0.26851,0.21424,15.384
6,0.24302,0.71765,0.13768,0.21765,7.888
7,0.26043,0.71677,-0.05063,0.21677,-2.901
8,0.28084,0.71154,-0.25105,0.21154,-14.384
9,0.29911,0.70327,-0.42520,0.20327,-24.362
10,0.31982,0.69476,-0.38959,0.19476,-22.322
11,0.33660,0.68638,-0.46329,0.18638,-26.544
12,0.35375,0.68094,-0.30692,0.18094,-17.585
13,0.37558,0.67304,-0.34730,0.17304,-19.899
14,0.39713,0.66416,-0.39090,0.16416,-22.397
15,0.41750,0.65653,-0.35870,0.15653,-20.552
16,0.43856,0.64897,-0.34462,0.14897,-19.746
17,0.46032,0.63993,-0.39332,0.13993,-22.536
18,0.48205,0.63170,-0.36241,0.13170,-20.765
