t,x,y,theta_rad,lateral_err,heading_deg
0,0.15000,0.63000,0.95993,0.13000,55.000
1,0.15554,0.63714,0.91086,0.13714,52.188
2,0.15853,0.64083,0.88950,0.14083,50.964
3,0.16260,0.64549,0.85235,0.14549,48.836
4,0.16609,0.64872,0.74755,0.14872,42.832
5,0.17539,0.66313,0.99755,0.16313,57.155
6,0.17739,0.66744,1.13645,0.16744,65.114
7,0.17995,0.67145,1.00293,0.17145,57.463
8,0.18218,0.67564,1.08251,0.17564,62.023
9,0.18481,0.67960,0.98396,0.17960,56.377
10,0.18725,0.68367,1.02948,0.18367,58.985
11,0.18910,0.68804,1.17076,0.18804,67.080
12,0.19350,0.69383,0.92076,0.19383,52.756
13,0.20379,0.70199,0.67076,0.20199,38.432
14,0.20683,0.70564,0.87664,0.20564,50.228
15,0.20892,0.70991,1.11520,0.20991,63.897
16,0.20989,0.71456,1.36520,0.21456,78.220
17,0.21055,0.71926,1.43208,0.21926,82.052
18,0.20846,0.73790,1.68208,0.23790,96.376
