t,x,y,theta_rad,lateral_err,heading_deg
0,0.15000,0.68000,0.95993,0.18000,55.000
1,0.15325,0.68346,0.81640,0.18346,46.776
2,0.15834,0.68714,0.62614,0.18714,35.875
3,0.16328,0.68919,0.39338,0.18919,22.539
4,0.17334,0.69182,0.25591,0.19182,14.662
5,0.18526,0.69265,0.06933,0.19265,3.972
6,0.19923,0.69324,0.04191,0.19324,2.401
7,0.21951,0.69106,-0.10701,0.19106,-6.132
8,0.23930,0.68576,-0.26161,0.18576,-14.989
9,0.25657,0.68131,-0.25212,0.18131,-14.446
10,0.27519,0.67490,-0.33153,0.17490,-18.995
11,0.29359,0.66961,-0.27973,0.16961,-16.028
12,0.31175,0.66483,-0.25750,0.16483,-14.754
13,0.33015,0.65891,-0.31132,0.15891,-17.837
14,0.34797,0.65387,-0.27568,0.15387,-15.795
15,0.36704,0.64864,-0.26793,0.14864,-15.352
16,0.38531,0.64324,-0.28717,0.14324,-16.454
17,0.40314,0.63774,-0.29906,0.13774,-17.135
18,0.42119,0.63128,-0.34358,0.13128,-19.685
