t,x,y,theta_rad,lateral_err,heading_deg
0,0.15000,0.60000,0.95993,0.10000,55.000
1,0.16045,0.61402,0.93002,0.11402,53.286
2,0.17157,0.62518,0.78752,0.12518,45.121
3,0.18585,0.63514,0.60907,0.13514,34.897
4,0.19945,0.64217,0.47707,0.14217,27.334
5,0.21541,0.64792,0.34599,0.14792,19.824
6,0.23491,0.65164,0.18836,0.15164,10.792
7,0.25420,0.65235,0.03697,0.15235,2.118
8,0.27503,0.65099,-0.06521,0.15099,-3.736
9,0.29575,0.64859,-0.11529,0.14859,-6.606
10,0.31699,0.64495,-0.16993,0.14495,-9.736
11,0.33821,0.64079,-0.19351,0.14079,-11.087
12,0.36036,0.63627,-0.20155,0.13627,-11.548
13,0.38277,0.63148,-0.21020,0.13148,-12.044
14,0.40415,0.62548,-0.27361,0.12548,-15.676
15,0.42595,0.61918,-0.28157,0.11918,-16.133
16,0.44859,0.61285,-0.27233,0.11285,-15.603
17,0.47017,0.60721,-0.25571,0.10721,-14.651
18,0.49194,0.60176,-0.24531,0.10176,-14.055
