t,x,y,theta_rad,lateral_err,heading_deg
0,0.15000,0.65000,0.95993,0.15000,55.000
1,0.15241,0.65410,1.03962,0.15410,59.566
2,0.15441,0.65840,1.13525,0.15840,65.045
3,0.15682,0.66250,1.03892,0.16250,59.526
4,0.15895,0.66674,1.10634,0.16674,63.388
5,0.16076,0.67355,1.31108,0.17355,75.119
6,0.16229,0.67804,1.24099,0.17804,71.104
7,0.16490,0.68202,0.99099,0.18202,56.780
8,0.16786,0.68573,0.89695,0.18573,51.391
9,0.17053,0.69112,1.11037,0.19112,63.620
10,0.17586,0.69815,0.92260,0.19815,52.861
11,0.17770,0.70252,1.17260,0.20252,67.185
12,0.19023,0.71908,0.92260,0.21908,52.861
13,0.19208,0.72346,1.17260,0.22346,67.185
14,0.19308,0.72810,1.35694,0.22810,77.747
15,0.20108,0.74408,1.10694,0.24408,63.423
16,0.20386,0.74793,0.94665,0.24793,54.239
17,0.21014,0.75678,0.95273,0.25678,54.588
18,0.21481,0.76118,0.75596,0.26118,43.313
