t,x,y,theta_rad,lateral_err,heading_deg
0,0.15000,0.67000,0.95993,0.17000,55.000
1,0.15241,0.67410,1.03962,0.17410,59.566
2,0.15552,0.67769,0.85715,0.17769,49.111
3,0.16002,0.68110,0.64848,0.18110,37.155
4,0.16616,0.68390,0.42786,0.18390,24.514
5,0.17465,0.68714,0.36440,0.18714,20.879
6,0.18563,0.69060,0.30570,0.19060,17.515
7,0.19850,0.69221,0.12425,0.19221,7.119
8,0.21556,0.69115,-0.06184,0.19115,-3.543
9,0.23276,0.68826,-0.16661,0.18826,-9.546
10,0.25213,0.68311,-0.26007,0.18311,-14.901
11,0.26994,0.67613,-0.37322,0.17613,-21.384
12,0.28851,0.67078,-0.28086,0.17078,-16.092
13,0.30711,0.66372,-0.36276,0.16372,-20.785
14,0.32556,0.65692,-0.35312,0.15692,-20.232
15,0.34427,0.65104,-0.30436,0.15104,-17.439
16,0.36280,0.64535,-0.29773,0.14535,-17.059
17,0.38078,0.63958,-0.31090,0.13958,-17.813
18,0.39845,0.63493,-0.25709,0.13493,-14.730
