t,x,y,theta_rad,lateral_err,heading_deg
0,0.15000,0.67000,0.95993,0.17000,55.000
1,0.15241,0.67410,1.03962,0.17410,59.566
2,0.15441,0.67840,1.13525,0.17840,65.045
3,0.15567,0.68298,1.30271,0.18298,74.640
4,0.15688,0.68758,1.31281,0.18758,75.219
5,0.15844,0.69206,1.23575,0.19206,70.803
6,0.16107,0.69602,0.98575,0.19602,56.479
7,0.16463,0.69925,0.73575,0.19925,42.155
8,0.17989,0.70731,0.48575,0.20731,27.831
9,0.18342,0.71049,0.73575,0.21049,42.155
10,0.20057,0.71955,0.48575,0.21955,27.831
11,0.20409,0.72274,0.73575,0.22274,42.155
12,0.21544,0.72873,0.48575,0.22873,27.831
13,0.21912,0.73174,0.68488,0.23174,39.241
14,0.22194,0.73556,0.93488,0.23556,53.564
15,0.23756,0.74832,0.68488,0.24832,39.241
16,0.24041,0.75212,0.92909,0.25212,53.233
17,0.24224,0.75650,1.17504,0.25650,67.325
18,0.24329,0.76114,1.34805,0.26114,77.237
