t,x,y,theta_rad,lateral_err,heading_deg
0,0.15000,0.55000,0.95993,0.05000,55.000
1,0.16376,0.56718,0.89557,0.06718,51.312
2,0.17673,0.57997,0.77832,0.07997,44.594
3,0.19312,0.59205,0.63531,0.09205,36.401
4,0.20846,0.60117,0.53623,0.10117,30.724
5,0.22342,0.60833,0.44644,0.10833,25.579
6,0.24243,0.61532,0.35209,0.11532,20.173
7,0.25863,0.61890,0.21767,0.11890,12.472
8,0.27747,0.62099,0.11041,0.12099,6.326
9,0.29484,0.62110,0.00653,0.12110,0.374
10,0.31293,0.61925,-0.10203,0.11925,-5.846
11,0.33209,0.61756,-0.08775,0.11756,-5.027
12,0.35310,0.61520,-0.11177,0.11520,-6.404
13,0.37530,0.61169,-0.15708,0.11169,-9.000
14,0.39484,0.60688,-0.24124,0.10688,-13.822
15,0.41587,0.60167,-0.24299,0.10167,-13.922
16,0.43855,0.59608,-0.24147,0.09608,-13.835
17,0.45879,0.59158,-0.21871,0.09158,-12.531
18,0.48048,0.58703,-0.20708,0.08703,-11.865
