t,x,y,theta_rad,lateral_err,heading_deg
0,0.15000,0.68000,0.95993,0.18000,55.000
1,0.15241,0.68410,1.03962,0.18410,59.566
2,0.15441,0.68840,1.13525,0.18840,65.045
3,0.15601,0.69287,1.22718,0.19287,70.312
4,0.15777,0.69729,1.19107,0.19729,68.243
5,0.15989,0.70154,1.10797,0.20154,63.482
6,0.16184,0.70587,1.14844,0.20587,65.801
7,0.16404,0.71008,1.08963,0.21008,62.431
8,0.17506,0.72237,0.83963,0.22237,48.107
9,0.17726,0.72658,1.08963,0.22658,62.431
10,0.17997,0.73048,0.96334,0.23048,55.195
11,0.18353,0.73362,0.72230,0.23362,41.385
12,0.18776,0.73578,0.47230,0.23578,27.061
13,0.19151,0.73870,0.66187,0.23870,37.923
14,0.19445,0.74243,0.90344,0.24243,51.763
15,0.19638,0.74677,1.15344,0.24677,66.087
16,0.20017,0.75158,0.90344,0.25158,51.763
17,0.20454,0.76145,1.15344,0.26145,66.087
18,0.20748,0.76518,0.90344,0.26518,51.763
