probe,pos_rmse,x_rmse,y_rmse,theta_mae_deg,theta_median_deg,theta_flip_pct,x_r2,y_r2
chance,0.3168,0.2265,0.2214,90.0000,90.0000,50.0000,0.0000,0.0000
linear,0.0380,0.0277,0.0261,64.0738,51.5395,28.2740,0.9850,0.9861
mlp,0.0240,0.0158,0.0180,60.1426,30.0463,28.7876,0.9951,0.9934
