probe,pos_rmse,x_rmse,y_rmse,theta_mae_deg,theta_median_deg,theta_flip_pct,x_r2,y_r2
chance,0.3171,0.2261,0.2224,90.0000,90.0000,50.0000,0.0000,0.0000
linear,0.0168,0.0115,0.0123,1.9479,1.6090,0.0000,0.9974,0.9969
mlp,0.0142,0.0098,0.0103,1.7623,1.4571,0.0000,0.9981,0.9979
