probe,pos_rmse,x_rmse,y_rmse,theta_mae_deg,theta_median_deg,theta_flip_pct,x_r2,y_r2
chance,0.3168,0.2265,0.2214,90.0000,90.0000,50.0000,0.0000,0.0000
linear,0.0409,0.0289,0.0289,47.2124,35.3174,15.0587,0.9837,0.9829
mlp,0.0297,0.0197,0.0222,11.7412,9.4778,0.0825,0.9924,0.9899
