t,x,y,theta_rad,lateral_err,heading_deg
0,0.15000,0.50000,1.57080,0.00000,90.000
1,0.15336,0.53986,1.48658,0.03986,85.174
2,0.16561,0.57794,1.25970,0.07794,72.176
3,0.18252,0.61419,1.13417,0.11419,64.983
4,0.20748,0.64544,0.89700,0.14544,51.395
5,0.23872,0.67043,0.67458,0.17043,38.651
6,0.27468,0.68795,0.45344,0.18795,25.980
7,0.31351,0.69753,0.24199,0.19753,13.865
8,0.35339,0.70063,0.07738,0.20063,4.434
9,0.39339,0.70032,-0.00765,0.20032,-0.438
10,0.43293,0.69427,-0.15179,0.19427,-8.697
11,0.47133,0.68307,-0.28391,0.18307,-16.267
12,0.50922,0.67026,-0.32599,0.17026,-18.678
13,0.54742,0.65837,-0.30189,0.15837,-17.297
14,0.58423,0.64272,-0.40174,0.14272,-23.018
15,0.62158,0.62840,-0.36611,0.12840,-20.976
16,0.65936,0.61526,-0.33492,0.11526,-19.189
17,0.69745,0.60304,-0.31032,0.10304,-17.780
18,0.73590,0.59204,-0.27860,0.09204,-15.962
