t,x,y,theta_rad,lateral_err,heading_deg
0,0.15000,0.50000,0.78540,0.00000,45.000
1,0.17988,0.52659,0.72729,0.02659,41.671
2,0.21288,0.54920,0.60051,0.04920,34.407
3,0.24932,0.56569,0.42514,0.06569,24.359
4,0.28818,0.57519,0.23979,0.07519,13.739
5,0.32809,0.57780,0.06507,0.07780,3.728
6,0.36799,0.57494,-0.07154,0.07494,-4.099
7,0.40796,0.57351,-0.03560,0.07351,-2.040
8,0.44787,0.57077,-0.06864,0.07077,-3.933
9,0.48756,0.56582,-0.12410,0.06582,-7.110
10,0.52696,0.55892,-0.17341,0.05892,-9.936
11,0.56627,0.55152,-0.18597,0.05152,-10.655
12,0.60584,0.54567,-0.14684,0.04567,-8.413
13,0.64525,0.53884,-0.17166,0.03884,-9.835
14,0.68474,0.53245,-0.16037,0.03245,-9.188
15,0.72437,0.52701,-0.13627,0.02701,-7.808
16,0.76407,0.52213,-0.12243,0.02213,-7.015
17,0.80406,0.52304,0.02289,0.02304,1.312
18,0.84371,0.52829,0.13142,0.02829,7.530
