t,x,y,theta_rad,lateral_err,heading_deg
0,0.15000,0.50000,0.52360,0.00000,30.000
1,0.18563,0.51818,0.47179,0.01818,27.032
2,0.22315,0.53204,0.35379,0.03204,20.270
3,0.26168,0.54280,0.27242,0.04280,15.609
4,0.30099,0.55018,0.18553,0.05018,10.630
5,0.34089,0.55298,0.07021,0.05298,4.023
6,0.38089,0.55347,0.01222,0.05347,0.700
7,0.42088,0.55274,-0.01835,0.05274,-1.051
8,0.46084,0.55089,-0.04630,0.05089,-2.653
9,0.50077,0.54853,-0.05901,0.04853,-3.381
10,0.54067,0.54576,-0.06936,0.04576,-3.974
11,0.58055,0.54258,-0.07947,0.04258,-4.554
12,0.62048,0.54025,-0.05834,0.04025,-3.342
13,0.66046,0.53884,-0.03522,0.03884,-2.018
14,0.70042,0.53717,-0.04189,0.03717,-2.400
15,0.74036,0.53506,-0.05265,0.03506,-3.017
16,0.78031,0.53301,-0.05121,0.03301,-2.934
17,0.82025,0.53075,-0.05662,0.03075,-3.244
18,0.86021,0.52900,-0.04378,0.02900,-2.508
