t,x,y,theta_rad,lateral_err,heading_deg
0,0.15000,0.50000,1.57080,0.00000,90.000
1,0.14823,0.53996,1.61518,0.03996,92.543
2,0.14204,0.57948,1.72604,0.07948,98.895
3,0.13081,0.61787,1.85527,0.11787,106.299
4,0.11727,0.65551,1.91637,0.15551,109.800
5,0.10205,0.69250,1.96106,0.19250,112.361
6,0.09616,0.73206,1.71843,0.23206,98.459
7,0.09602,0.77206,1.57437,0.27206,90.205
8,0.09937,0.81192,1.48694,0.31192,85.195
9,0.11143,0.85006,1.26445,0.35006,72.448
10,0.13094,0.88498,1.06140,0.38498,60.814
11,0.15848,0.91399,0.81143,0.41399,46.491
12,0.19194,0.93591,0.57996,0.43591,33.229
13,0.22945,0.94981,0.35487,0.44981,20.333
14,0.26922,0.95410,0.10731,0.45410,6.149
15,0.30916,0.95196,-0.05333,0.45196,-3.056
16,0.34771,0.94128,-0.27037,0.44128,-15.491
17,0.38269,0.92188,-0.50633,0.42188,-29.011
18,0.41416,0.89720,-0.66509,0.39720,-38.107
