t,x,y,theta_rad,lateral_err,heading_deg
0,0.15000,0.50000,0.26180,0.00000,15.000
1,0.18896,0.50905,0.22811,0.00905,13.070
2,0.22837,0.51592,0.17269,0.01592,9.895
3,0.26807,0.52083,0.12305,0.02083,7.050
4,0.30794,0.52394,0.07796,0.02394,4.467
5,0.34791,0.52560,0.04148,0.02560,2.377
6,0.38791,0.52600,0.00990,0.02600,0.567
7,0.42790,0.52541,-0.01474,0.02541,-0.845
8,0.46790,0.52462,-0.01967,0.02462,-1.127
9,0.50788,0.52351,-0.02770,0.02351,-1.587
10,0.54784,0.52163,-0.04723,0.02163,-2.706
11,0.58779,0.51965,-0.04950,0.01965,-2.836
12,0.62776,0.51808,-0.03928,0.01808,-2.251
13,0.66775,0.51725,-0.02071,0.01725,-1.186
14,0.70774,0.51623,-0.02535,0.01623,-1.452
15,0.74773,0.51563,-0.01511,0.01563,-0.865
16,0.78772,0.51475,-0.02207,0.01475,-1.264
17,0.82771,0.51366,-0.02728,0.01366,-1.563
18,0.86770,0.51281,-0.02126,0.01281,-1.218
