t,x,y,theta_rad,lateral_err,heading_deg
0,0.15000,0.50000,0.52360,0.00000,30.000
1,0.18552,0.51840,0.47788,0.01840,27.381
2,0.22283,0.53281,0.36857,0.03281,21.118
3,0.26126,0.54392,0.28158,0.04392,16.134
4,0.30046,0.55185,0.19942,0.05185,11.426
5,0.34030,0.55543,0.08976,0.05543,5.143
6,0.38030,0.55615,0.01803,0.05615,1.033
7,0.42028,0.55512,-0.02583,0.05512,-1.480
8,0.46020,0.55259,-0.06337,0.05259,-3.631
9,0.50006,0.54923,-0.08395,0.04923,-4.810
10,0.53986,0.54525,-0.09985,0.04525,-5.721
11,0.57962,0.54088,-0.10946,0.04088,-6.272
12,0.61946,0.53722,-0.09164,0.03722,-5.251
13,0.65938,0.53482,-0.05998,0.03482,-3.436
14,0.69931,0.53241,-0.06018,0.03241,-3.448
15,0.73925,0.53014,-0.05673,0.03014,-3.251
16,0.77920,0.52816,-0.04970,0.02816,-2.848
17,0.81913,0.52575,-0.06026,0.02575,-3.453
18,0.85908,0.52387,-0.04684,0.02387,-2.684
