t,x,y,theta_rad,lateral_err,heading_deg
0,0.15000,0.50000,1.30900,0.00000,75.000
1,0.16356,0.53763,1.22493,0.03763,70.183
2,0.18578,0.57090,0.98197,0.07090,56.263
3,0.21375,0.59949,0.79632,0.09949,45.626
4,0.24743,0.62107,0.57000,0.12107,32.658
5,0.28466,0.63568,0.37387,0.13568,21.421
6,0.32404,0.64269,0.17603,0.14269,10.086
7,0.36404,0.64280,0.00276,0.14280,0.158
8,0.40396,0.64016,-0.06604,0.14016,-3.784
9,0.44372,0.63580,-0.10904,0.13580,-6.247
10,0.48314,0.62903,-0.17002,0.12903,-9.742
11,0.52174,0.61855,-0.26516,0.11855,-15.193
12,0.56074,0.60962,-0.22510,0.10962,-12.897
13,0.60003,0.60213,-0.18840,0.10213,-10.795
14,0.63870,0.59191,-0.25842,0.09191,-14.806
15,0.67780,0.58347,-0.21254,0.08347,-12.178
16,0.71727,0.57701,-0.16233,0.07701,-9.301
17,0.75678,0.57072,-0.15778,0.07072,-9.040
18,0.79645,0.56560,-0.12843,0.06560,-7.358
