t,x,y,theta_rad,lateral_err,heading_deg
0,0.15000,0.50000,0.26180,0.00000,15.000
1,0.18903,0.50875,0.22059,0.00875,12.639
2,0.22851,0.51519,0.16156,0.01519,9.257
3,0.26831,0.51923,0.10123,0.01923,5.800
4,0.30824,0.52149,0.05656,0.02149,3.241
5,0.34823,0.52222,0.01825,0.02222,1.046
6,0.38823,0.52194,-0.00696,0.02194,-0.399
7,0.42822,0.52101,-0.02326,0.02101,-1.333
8,0.46822,0.52025,-0.01910,0.02025,-1.094
9,0.50820,0.51926,-0.02460,0.01926,-1.409
10,0.54816,0.51742,-0.04620,0.01742,-2.647
11,0.58814,0.51602,-0.03500,0.01602,-2.006
12,0.62813,0.51524,-0.01943,0.01524,-1.113
13,0.66813,0.51558,0.00844,0.01558,0.484
14,0.70813,0.51571,0.00328,0.01571,0.188
15,0.74812,0.51620,0.01239,0.01620,0.710
16,0.78812,0.51677,0.01409,0.01677,0.807
17,0.82812,0.51706,0.00730,0.01706,0.418
18,0.86812,0.51709,0.00076,0.01709,0.043
