t,x,y,theta_rad,lateral_err,heading_deg
0,0.15000,0.50000,1.04720,0.00000,60.000
1,0.17278,0.53288,0.96502,0.03288,55.291
2,0.20164,0.56058,0.76481,0.06058,43.821
3,0.23445,0.58345,0.60873,0.08345,34.877
4,0.27124,0.59915,0.40344,0.09915,23.116
5,0.31025,0.60799,0.22270,0.10799,12.760
6,0.35006,0.61194,0.09896,0.11194,5.670
7,0.39002,0.61026,-0.04209,0.11026,-2.412
8,0.42989,0.60697,-0.08228,0.10697,-4.714
9,0.46975,0.60367,-0.08261,0.10367,-4.733
10,0.50939,0.59829,-0.13488,0.09829,-7.728
11,0.54850,0.58992,-0.21085,0.08992,-12.081
12,0.58786,0.58282,-0.17855,0.08282,-10.230
13,0.62741,0.57683,-0.15009,0.07683,-8.599
14,0.66670,0.56932,-0.18892,0.06932,-10.824
15,0.70617,0.56282,-0.16325,0.06282,-9.354
16,0.74569,0.55665,-0.15487,0.05665,-8.873
17,0.78523,0.55058,-0.15251,0.05058,-8.738
18,0.82478,0.54459,-0.15031,0.04459,-8.612
