t,x,y,theta_rad,lateral_err,heading_deg
0,0.15000,0.50000,1.30900,0.00000,75.000
1,0.16354,0.53764,1.22535,0.03764,70.207
2,0.18551,0.57107,0.98943,0.07107,56.690
3,0.21339,0.59975,0.79958,0.09975,45.812
4,0.24702,0.62141,0.57224,0.12141,32.787
5,0.28431,0.63588,0.37029,0.13588,21.216
6,0.32372,0.64270,0.17129,0.14270,9.814
7,0.36372,0.64255,-0.00393,0.14255,-0.225
8,0.40360,0.63945,-0.07739,0.13945,-4.434
9,0.44333,0.63480,-0.11653,0.13480,-6.677
10,0.48272,0.62786,-0.17437,0.12786,-9.990
11,0.52135,0.61745,-0.26342,0.11745,-15.093
12,0.56035,0.60860,-0.22299,0.10860,-12.776
13,0.59967,0.60121,-0.18580,0.10121,-10.646
14,0.63836,0.59109,-0.25584,0.09109,-14.659
15,0.67745,0.58257,-0.21474,0.08257,-12.304
16,0.71691,0.57604,-0.16383,0.07604,-9.387
17,0.75646,0.57005,-0.15047,0.07005,-8.621
18,0.79612,0.56484,-0.13043,0.06484,-7.473
