t,x,y,theta_rad,lateral_err,heading_deg
0,0.15000,0.50000,1.04720,0.00000,60.000
1,0.17217,0.53330,0.98339,0.03330,56.344
2,0.20034,0.56169,0.78936,0.06169,45.227
3,0.23312,0.58462,0.61040,0.08462,34.973
4,0.26986,0.60043,0.40632,0.10043,23.280
5,0.30887,0.60930,0.22353,0.10930,12.807
6,0.34879,0.61167,0.05951,0.11167,3.410
7,0.38879,0.61122,-0.01146,0.11122,-0.657
8,0.42874,0.60928,-0.04846,0.10928,-2.777
9,0.46847,0.60461,-0.11699,0.10461,-6.703
10,0.50758,0.59621,-0.21166,0.09621,-12.127
11,0.54653,0.58713,-0.22900,0.08713,-13.121
12,0.58596,0.58035,-0.17030,0.08035,-9.757
13,0.62530,0.57313,-0.18137,0.07313,-10.391
14,0.66441,0.56475,-0.21111,0.06475,-12.096
15,0.70344,0.55597,-0.22136,0.05597,-12.683
16,0.74278,0.54874,-0.18178,0.04874,-10.415
17,0.78265,0.54550,-0.08099,0.04550,-4.640
18,0.82263,0.54660,0.02763,0.04660,1.583
