t,x,y,theta_rad,lateral_err,heading_deg
0,0.15000,0.50000,0.52360,0.00000,30.000
1,0.18565,0.51814,0.47058,0.01814,26.962
2,0.22291,0.53269,0.37242,0.03269,21.338
3,0.26113,0.54450,0.29959,0.04450,17.165
4,0.30053,0.55141,0.17369,0.05141,9.952
5,0.34044,0.55404,0.06585,0.05404,3.773
6,0.38044,0.55400,-0.00095,0.05400,-0.055
7,0.42039,0.55211,-0.04741,0.05211,-2.716
8,0.46031,0.54944,-0.06684,0.04944,-3.830
9,0.50013,0.54569,-0.09379,0.04569,-5.374
10,0.53972,0.53999,-0.14303,0.03999,-8.195
11,0.57908,0.53284,-0.17964,0.03284,-10.293
12,0.61853,0.52625,-0.16555,0.02625,-9.486
13,0.65826,0.52164,-0.11551,0.02164,-6.618
14,0.69811,0.51816,-0.08706,0.01816,-4.988
15,0.73801,0.51525,-0.07288,0.01525,-4.176
16,0.77799,0.51395,-0.03240,0.01395,-1.856
17,0.81781,0.51769,0.09368,0.01769,5.368
18,0.85714,0.52501,0.18397,0.02501,10.541
