t,x,y,theta_rad,lateral_err,heading_deg
0,0.15000,0.50000,0.52360,0.00000,30.000
1,0.18567,0.51811,0.46972,0.01811,26.913
2,0.22321,0.53190,0.35207,0.03190,20.172
3,0.26172,0.54274,0.27433,0.04274,15.718
4,0.30101,0.55022,0.18819,0.05022,10.782
5,0.34091,0.55308,0.07152,0.05308,4.098
6,0.38091,0.55310,0.00063,0.05310,0.036
7,0.42088,0.55150,-0.03997,0.05150,-2.290
8,0.46081,0.54910,-0.06019,0.04910,-3.449
9,0.50070,0.54614,-0.07397,0.04614,-4.238
10,0.54053,0.54252,-0.09072,0.04252,-5.198
11,0.58030,0.53824,-0.10708,0.03824,-6.135
12,0.62011,0.53431,-0.09834,0.03431,-5.635
13,0.66001,0.53146,-0.07153,0.03146,-4.098
14,0.69987,0.52818,-0.08192,0.02818,-4.694
15,0.73974,0.52490,-0.08214,0.02490,-4.706
16,0.77963,0.52200,-0.07268,0.02200,-4.164
17,0.81951,0.51889,-0.07783,0.01889,-4.459
18,0.85943,0.51628,-0.06518,0.01628,-3.734
