t,x,y,theta_rad,lateral_err,heading_deg
0,0.15000,0.50000,1.57080,0.00000,90.000
1,0.15335,0.53986,1.48692,0.03986,85.194
2,0.16619,0.57774,1.24394,0.07774,71.272
3,0.18503,0.61303,1.08057,0.11303,61.912
4,0.21158,0.64295,0.84487,0.14295,48.408
5,0.24407,0.66628,0.62275,0.16628,35.681
6,0.28083,0.68206,0.40556,0.18206,23.237
7,0.32005,0.68989,0.19714,0.18989,11.295
8,0.36002,0.69144,0.03862,0.19144,2.213
9,0.39997,0.68945,-0.04972,0.18945,-2.849
10,0.43941,0.68275,-0.16823,0.18275,-9.639
11,0.47773,0.67128,-0.29094,0.17128,-16.670
12,0.51595,0.65950,-0.29887,0.15950,-17.124
13,0.55419,0.64776,-0.29784,0.14776,-17.065
14,0.59152,0.63338,-0.36783,0.13338,-21.075
15,0.62956,0.62104,-0.31368,0.12104,-17.972
16,0.66810,0.61030,-0.27170,0.11030,-15.567
17,0.70670,0.59982,-0.26524,0.09982,-15.197
18,0.74567,0.59080,-0.22724,0.09080,-13.020
