t,x,y,theta_rad,lateral_err,heading_deg
0,0.15000,0.50000,0.26180,0.00000,15.000
1,0.18926,0.50768,0.19330,0.00768,11.075
2,0.22894,0.51271,0.12604,0.01271,7.222
3,0.26876,0.51649,0.09447,0.01649,5.412
4,0.30872,0.51817,0.04224,0.01817,2.420
5,0.34872,0.51745,-0.01820,0.01745,-1.043
6,0.38868,0.51563,-0.04545,0.01563,-2.604
7,0.42863,0.51382,-0.04526,0.01382,-2.593
8,0.46857,0.51146,-0.05907,0.01146,-3.385
9,0.50845,0.50840,-0.07640,0.00840,-4.378
10,0.54826,0.50448,-0.09822,0.00448,-5.627
11,0.58813,0.50126,-0.08056,0.00126,-4.616
12,0.62812,0.50054,-0.01809,0.00054,-1.036
13,0.66808,0.50238,0.04607,0.00238,2.639
14,0.70800,0.50487,0.06229,0.00487,3.569
15,0.74780,0.50884,0.09939,0.00884,5.694
16,0.78758,0.51302,0.10462,0.01302,5.994
17,0.82735,0.51731,0.10739,0.01731,6.153
18,0.86678,0.52403,0.16891,0.02403,9.678
