t,x,y,theta_rad,lateral_err,heading_deg
0,0.15000,0.50000,1.30900,0.00000,75.000
1,0.16356,0.53763,1.22482,0.03763,70.177
2,0.18581,0.57087,0.98096,0.07087,56.205
3,0.21363,0.59962,0.80186,0.09962,45.943
4,0.24719,0.62138,0.57517,0.12138,32.955
5,0.28435,0.63619,0.37949,0.13619,21.743
6,0.32372,0.64323,0.17686,0.14323,10.133
7,0.36372,0.64307,-0.00409,0.14307,-0.234
8,0.40361,0.64007,-0.07500,0.14007,-4.297
9,0.44331,0.63516,-0.12297,0.13516,-7.046
10,0.48269,0.62815,-0.17640,0.12815,-10.107
11,0.52121,0.61736,-0.27300,0.11736,-15.642
12,0.56011,0.60807,-0.23443,0.10807,-13.432
13,0.59928,0.59997,-0.20377,0.09997,-11.675
14,0.63769,0.58881,-0.28299,0.08881,-16.214
15,0.67650,0.57910,-0.24498,0.07910,-14.036
16,0.71575,0.57138,-0.19437,0.07138,-11.137
17,0.75507,0.56407,-0.18382,0.06407,-10.532
18,0.79460,0.55794,-0.15377,0.05794,-8.810
