probe,pos_rmse,x_rmse,y_rmse,theta_mae_deg,theta_median_deg,theta_flip_pct,x_r2,y_r2
chance,0.2990,0.2141,0.2087,90.0000,90.0000,50.0000,0.0000,0.0000
linear,0.2987,0.2141,0.2083,90.7071,90.2598,50.1163,-0.0063,0.0037
mlp,0.2988,0.2140,0.2086,90.5143,92.4706,51.2791,-0.0051,0.0008
