probe,pos_rmse,x_rmse,y_rmse,theta_mae_deg,theta_median_deg,theta_flip_pct,x_r2,y_r2
chance,0.1226,0.0866,0.0867,90.0000,90.0000,50.0000,0.0000,0.0000
linear,0.1215,0.0853,0.0866,86.9956,84.9148,47.1696,0.0289,0.0012
mlp,0.1134,0.0789,0.0814,79.4904,73.9542,41.3022,0.1693,0.1163
