dim,in_block,corr_x,corr_y,corr_cos,corr_sin
0,1,-0.1057,0.0253,0.0026,-0.0156
1,1,-0.0793,0.0404,-0.0379,0.0711
2,1,0.0166,0.0551,-0.0169,0.0375
3,1,0.1311,0.0027,0.0084,-0.0159
4,0,-0.1570,0.1298,-0.0636,-0.0433
5,0,0.1895,0.0874,-0.1084,0.1012
6,0,0.0119,0.0207,-0.0557,-0.0064
7,0,-0.1522,0.0931,-0.1658,-0.0931
8,0,0.0033,0.1595,0.0473,-0.0370
9,0,0.0537,0.2231,-0.0791,0.0477
10,0,0.1196,-0.0197,0.0316,-0.1761
11,0,-0.0806,0.0812,-0.1149,-0.0022
12,0,-0.0331,0.0237,0.0191,0.0995
13,0,-0.0488,0.2255,-0.0081,-0.0538
14,0,-0.2625,-0.0142,0.0229,-0.0905
15,0,0.1780,-0.0110,0.1371,-0.1632
16,0,-0.1296,-0.0184,0.0325,-0.0502
17,0,-0.0015,-0.0793,-0.0219,0.1528
18,0,0.0443,0.0292,-0.0778,0.0669
19,0,-0.2216,-0.1016,-0.0266,-0.0770
20,0,-0.0234,0.0393,0.0506,-0.0764
21,0,-0.0854,0.1276,0.0432,0.0169
22,0,-0.1330,-0.1167,-0.1081,-0.1090
23,0,0.1379,-0.1813,0.1144,-0.0448
24,0,0.0261,0.2371,0.1926,0.0930
25,0,-0.0806,0.1609,0.1642,0.0062
26,0,0.0667,-0.0958,-0.0436,0.1192
27,0,-0.0534,0.0159,-0.0932,0.0069
28,0,0.0474,0.2824,-0.0806,0.1564
29,0,0.0616,0.0185,0.0200,-0.1132
30,0,-0.1189,0.0725,0.1157,0.2633
31,0,-0.0700,-0.0061,0.0010,-0.0132
32,0,-0.1589,0.1919,-0.0780,-0.1230
33,0,-0.2196,0.0826,-0.0866,-0.0640
34,0,-0.0768,-0.0562,-0.0628,0.0043
35,0,-0.1421,-0.0924,0.1018,-0.0320
36,0,0.2137,0.0338,0.0980,-0.3047
37,0,-0.2132,-0.1806,-0.0395,0.1217
38,0,0.0395,0.1157,0.1476,0.0662
39,0,-0.1577,0.0799,-0.1666,0.0215
40,0,0.0345,-0.0556,-0.0480,0.2035
41,0,-0.1763,0.3235,0.0137,0.0242
42,0,0.0857,-0.0981,0.1968,0.0154
43,0,-0.0186,-0.0144,0.1554,0.1752
44,0,0.0484,0.0919,0.0017,-0.0013
45,0,0.1204,-0.0925,0.0797,0.1237
46,0,-0.0697,-0.1670,0.1165,-0.1616
47,0,0.1074,-0.0096,0.0258,-0.1050
48,0,-0.1081,-0.0617,0.0594,-0.0900
49,0,0.1517,-0.2901,-0.0061,-0.0949
50,0,-0.0423,-0.0797,-0.0182,0.0250
51,0,-0.0436,-0.2870,0.0806,0.0429
52,0,-0.0848,0.1041,-0.0548,0.0411
53,0,0.1831,-0.2103,0.1467,0.0870
54,0,0.1953,0.0099,0.2291,0.0061
55,0,-0.0611,-0.1613,-0.1113,-0.1597
56,0,-0.0148,-0.1239,0.0845,0.1831
57,0,-0.0778,-0.0586,0.1573,0.0161
58,0,-0.1155,0.0265,-0.0309,-0.0981
59,0,-0.0016,0.0383,0.0623,-0.0935
60,0,0.1758,-0.0504,0.0383,0.0753
61,0,-0.0300,0.0689,-0.2671,-0.0671
62,0,-0.1271,-0.0280,0.0511,-0.1076
63,0,-0.0246,0.1330,0.0067,0.1067
64,0,0.0173,0.0254,0.0197,0.0077
65,0,-0.1891,0.0644,0.1449,0.0587
66,0,0.0310,-0.0655,0.0012,-0.0297
67,0,0.2284,-0.0520,-0.1062,0.0533
68,0,-0.0271,0.0253,0.0253,-0.1942
69,0,0.1003,0.2179,-0.0205,0.0213
70,0,-0.0518,0.1640,-0.1260,-0.0505
71,0,-0.0366,-0.0921,-0.0090,0.0315
72,0,-0.2529,0.0289,0.0620,0.0588
73,0,-0.0014,-0.2012,0.0272,0.0947
74,0,-0.0492,0.0715,0.1786,-0.0135
75,0,0.0680,0.0239,-0.0565,0.0276
76,0,0.1708,0.0453,-0.1003,-0.0629
77,0,-0.2925,-0.1680,-0.0986,-0.1417
78,0,-0.1117,-0.2220,-0.0629,-0.1007
79,0,0.1071,-0.0503,0.0652,0.0245
80,0,-0.1388,0.0432,-0.0976,-0.0603
81,0,0.1569,0.1463,0.0151,0.1952
82,0,0.0518,0.0626,-0.0542,-0.1179
83,0,-0.0131,0.1327,0.0235,-0.1460
84,0,0.0871,-0.1432,-0.1034,-0.0056
85,0,0.1061,0.0562,-0.0014,-0.0672
86,0,-0.2358,0.1893,-0.0918,-0.1685
87,0,0.1117,-0.1556,0.1258,-0.0483
88,0,0.1918,0.0556,0.1655,0.1231
89,0,-0.0931,0.0332,-0.1238,-0.0866
90,0,0.0953,0.1337,0.1705,-0.2171
91,0,0.3137,-0.1791,0.0698,0.0533
92,0,0.0991,-0.1318,-0.1961,-0.0029
93,0,0.1086,-0.0651,-0.0365,0.1213
94,0,0.0814,-0.1110,-0.0181,0.0067
95,0,-0.1068,0.0813,0.0531,0.1025
96,0,-0.0971,-0.0150,0.0834,-0.0229
97,0,0.1233,-0.4007,-0.0419,-0.0781
98,0,-0.0980,0.1713,-0.0825,0.0942
99,0,-0.0070,-0.0260,-0.0277,0.1386
