probe,pos_rmse,x_rmse,y_rmse,theta_mae_deg,theta_median_deg,theta_flip_pct,x_r2,y_r2
chance,0.1226,0.0866,0.0867,90.0000,90.0000,50.0000,0.0000,0.0000
linear,0.0144,0.0100,0.0104,10.1445,8.2425,0.0065,0.9866,0.9856
mlp,0.0091,0.0062,0.0066,2.8830,2.4349,0.0000,0.9948,0.9941
