dim,in_block,corr_x,corr_y,corr_cos,corr_sin
0,1,0.1139,-0.0100,0.0154,0.0086
1,1,-0.1358,0.4989,-0.1197,0.1578
2,1,-0.8793,-0.0864,-0.2364,-0.0232
3,1,0.2052,-0.8292,0.0882,-0.1992
4,0,0.2182,-0.0543,0.0719,-0.0277
5,0,0.1740,-0.2022,-0.1104,0.0721
6,0,0.0244,-0.1066,-0.1030,-0.0025
7,0,0.0733,-0.1007,-0.2334,-0.1536
8,0,0.0529,0.1266,0.1062,-0.0087
9,0,-0.2098,0.0425,0.0250,0.2354
10,0,-0.0763,-0.0698,0.0797,0.0807
11,0,-0.0022,0.0910,0.1386,-0.1044
12,0,-0.0888,-0.1628,0.0355,-0.0676
13,0,0.1341,0.0367,0.0933,-0.0509
14,0,0.1352,0.1488,-0.0824,0.1127
15,0,0.1616,0.1289,-0.2577,0.0754
16,0,-0.0137,-0.0185,-0.0597,-0.1317
17,0,-0.0106,0.0065,0.0179,-0.1380
18,0,0.1006,-0.0675,0.2440,0.0236
19,0,0.2101,0.0156,-0.1416,0.1252
20,0,-0.0886,0.0933,-0.0289,-0.0232
21,0,0.0868,-0.2426,-0.1358,0.0202
22,0,0.0587,-0.1420,0.1087,0.1087
23,0,0.1693,-0.1240,-0.0951,-0.0734
24,0,0.0302,-0.0129,-0.0779,-0.0670
25,0,-0.0791,0.2239,-0.0601,0.0979
26,0,-0.0802,-0.0939,0.1374,0.0245
27,0,0.2374,-0.0298,-0.1379,0.1860
28,0,-0.1092,0.2274,-0.2153,-0.1304
29,0,0.0473,-0.2377,0.0772,-0.0361
30,0,0.3451,0.1130,0.1042,0.0306
31,0,0.1046,-0.1206,-0.0113,-0.1975
32,0,0.0676,-0.1551,0.0152,0.0833
33,0,0.0250,-0.0821,0.1071,-0.1008
34,0,0.0466,-0.1261,0.0811,-0.2484
35,0,0.0250,-0.0081,-0.0898,0.0219
36,0,-0.4192,0.0467,-0.0374,0.0520
37,0,0.0218,-0.1104,0.0401,0.1444
38,0,0.0301,0.1813,0.0167,-0.0324
39,0,-0.3022,-0.0808,0.1425,0.1718
40,0,0.1838,0.0478,0.0193,-0.0529
41,0,0.1857,0.0327,0.0831,-0.1555
42,0,0.0590,-0.1208,-0.2075,-0.0122
43,0,-0.0635,-0.0975,0.0337,-0.0506
