probe,pos_rmse,x_rmse,y_rmse,theta_mae_deg,theta_median_deg,theta_flip_pct,x_r2,y_r2
chance,0.1226,0.0866,0.0867,90.0000,90.0000,50.0000,0.0000,0.0000
linear,0.0562,0.0388,0.0407,73.5042,65.5600,35.5826,0.7992,0.7790
mlp,0.0364,0.0255,0.0260,64.4515,53.1442,27.9565,0.9133,0.9100
