probe,pos_rmse,x_rmse,y_rmse,theta_mae_deg,theta_median_deg,theta_flip_pct,x_r2,y_r2
chance,0.1226,0.0866,0.0867,90.0000,90.0000,50.0000,0.0000,0.0000
linear,0.0121,0.0085,0.0086,7.4668,6.2052,0.0000,0.9903,0.9902
mlp,0.0072,0.0052,0.0050,2.4736,2.1113,0.0000,0.9964,0.9967
