step,epoch,pred,sigreg,anchor,anchor_pred,total,rollout
1050,1,0.04856687784194946,4.429084777832031,0.016200091689825058,0.012876447290182114,0.11487401276826859,0.015085174702107906
1100,1,0.04884326457977295,4.393828392028809,0.020825911313295364,0.018758827820420265,0.13277126848697662,0.02237412892282009
1150,1,0.052746981382369995,4.422207832336426,0.020994950085878372,0.017636753618717194,0.13383862376213074,0.02034890651702881
1200,1,0.0435711033642292,4.549461364746094,0.015303626656532288,0.011100878939032555,0.10546590387821198,0.012742990627884865
1250,2,0.0381537601351738,4.996674537658691,0.02246895432472229,0.016002962365746498,0.11969561874866486,0.018086573109030724
1300,2,0.047658007591962814,4.45178747177124,0.015811637043952942,0.012014003470540047,0.11135877668857574,0.01361619122326374
1350,2,0.056189220398664474,4.978679656982422,0.01649649813771248,0.013073716312646866,0.1266953945159912,0.0160425566136837
1400,2,0.03814651072025299,5.331140995025635,0.011883881874382496,0.010057223960757256,0.10106015205383301,0.014316825196146965
1450,2,0.0604940764605999,3.923293113708496,0.018237173557281494,0.013011164963245392,0.12588150799274445,0.014522632583975792
1500,2,0.06844767928123474,4.4645280838012695,0.04478459432721138,0.03702501952648163,0.21186062693595886,0.039280690252780914
1550,2,0.04891287162899971,4.762503623962402,0.018707815557718277,0.0150290597230196,0.12522181868553162,0.018759559839963913
1600,2,0.0380479171872139,4.367088794708252,0.016174040734767914,0.01294130552560091,0.10634902864694595,0.017350323498249054
1650,2,0.07316716015338898,4.228463649749756,0.021014459431171417,0.016085203737020493,0.14930592477321625,0.017896786332130432
1700,2,0.039819248020648956,4.782766342163086,0.014909069985151291,0.011615568771958351,0.10419999808073044,0.013942280784249306
1750,2,0.04182720184326172,4.65693473815918,0.014589464291930199,0.009036395698785782,0.09902337938547134,0.010285647585988045
1800,2,0.03604782000184059,4.252468585968018,0.018247690051794052,0.015118922106921673,0.10719504207372665,0.016518263146281242
1850,2,0.044815465807914734,4.575430870056152,0.01868799887597561,0.012287834659218788,0.1114862710237503,0.012817813083529472
1900,2,0.04400717467069626,4.864592552185059,0.011584226042032242,0.008331209421157837,0.09807537496089935,0.009829801507294178
1950,2,0.044633444398641586,4.717988967895508,0.01319202221930027,0.009039042517542839,0.1007460206747055,0.01029156893491745
2000,2,0.03954871743917465,4.670787811279297,0.013870755210518837,0.009034089744091034,0.09603847563266754,0.010230970568954945
2050,2,0.044379822909832,4.0744123458862305,0.024027779698371887,0.020073961466550827,0.132198765873909,0.023345142602920532
2100,2,0.042270541191101074,4.3280029296875,0.011546589434146881,0.009183652698993683,0.09658076614141464,0.011939967051148415
2150,2,0.03638394549489021,4.134766578674316,0.011843264102935791,0.009003788232803345,0.08818580210208893,0.010280970484018326
2200,2,0.05291205644607544,4.177670478820801,0.014029738493263721,0.009227446280419827,0.10776077210903168,0.010703174397349358
2250,2,0.03605850413441658,4.501072883605957,0.015084326267242432,0.01177358441054821,0.10064814239740372,0.015226363204419613
2300,2,0.048790737986564636,4.245482444763184,0.01836269535124302,0.01408311165869236,0.12070927023887634,0.018245309591293335
2350,2,0.03593418002128601,4.298264980316162,0.016265206038951874,0.010760227218270302,0.09574130922555923,0.011290373280644417
2400,2,0.03907513618469238,4.334169387817383,0.014153173193335533,0.011168042197823524,0.09928365796804428,0.013216457329690456
2450,3,0.04129882529377937,3.91278076171875,0.014565199613571167,0.009767207317054272,0.09572049975395203,0.010525362566113472
2500,3,0.040232688188552856,3.6824209690093994,0.013130640611052513,0.008464976213872433,0.08986400067806244,0.009623585268855095
2550,3,0.06992987543344498,3.6617751121520996,0.023257045075297356,0.017045412212610245,0.14590610563755035,0.017364902421832085
2600,3,0.04288081079721451,3.6309351921081543,0.015113286674022675,0.011618695221841335,0.10040556639432907,0.012638099491596222
2650,3,0.04698365926742554,4.318557262420654,0.018600916489958763,0.015843063592910767,0.12146700918674469,0.018446575850248337
2700,3,0.046757712960243225,3.6696951389312744,0.014077955856919289,0.008457545191049576,0.09774366021156311,0.010101965628564358
2750,3,0.046702317893505096,4.284667015075684,0.019457897171378136,0.013291839510202408,0.11474486440420151,0.013869479298591614
2800,3,0.05260665714740753,3.82157039642334,0.013436906039714813,0.01021207869052887,0.10806167125701904,0.012698179110884666
2850,3,0.03926236927509308,4.235617160797119,0.01438556145876646,0.008031761273741722,0.09163716435432434,0.008779393509030342
2900,3,0.05807357281446457,3.799712657928467,0.01513129472732544,0.009636602364480495,0.11434558033943176,0.012505545280873775
2950,3,0.05032484233379364,3.814605951309204,0.020844602957367897,0.011949551291763783,0.11378529667854309,0.011593269184231758
3000,3,0.051536425948143005,4.030265808105469,0.017541464418172836,0.011224454268813133,0.11114005744457245,0.01068638265132904
3050,3,0.08469599485397339,4.329153060913086,0.023740125820040703,0.012680800631642342,0.15980738401412964,0.01704470068216324
3100,3,0.05484960228204727,4.178272724151611,0.015124376863241196,0.009649185463786125,0.11093376576900482,0.010419241152703762
3150,3,0.06355834007263184,4.111757755279541,0.023390520364046097,0.017906442284584045,0.14670337736606598,0.021289288997650146
3200,3,0.04695862531661987,4.259304046630859,0.012734279036521912,0.008679572492837906,0.09949765354394913,0.009828665293753147
3250,3,0.03836173936724663,3.906034469604492,0.012775053270161152,0.008462319150567055,0.0890379324555397,0.0099086444824934
3300,3,0.04191005975008011,3.8840155601501465,0.02515767514705658,0.016481269150972366,0.12108335644006729,0.018114274367690086
3350,3,0.039042986929416656,3.984055280685425,0.01051073707640171,0.007401844020932913,0.08535300195217133,0.008477157913148403
3400,3,0.04889199137687683,3.5144248008728027,0.01554916612803936,0.009707733057439327,0.1028185784816742,0.011097564361989498
3450,3,0.047646455466747284,3.9208872318267822,0.014931350946426392,0.008422451093792915,0.09922067075967789,0.008615978993475437
3500,3,0.040438465774059296,4.1404242515563965,0.010441901162266731,0.006902703084051609,0.08651034533977509,0.00802515260875225
3550,3,0.04344492405653,3.963533639907837,0.012810926884412766,0.00810945499688387,0.09262119233608246,0.008438218384981155
3600,3,0.04305066540837288,3.7360262870788574,0.013148541562259197,0.009890769608318806,0.09618504345417023,0.011414941400289536
3650,4,0.04916447028517723,3.650660753250122,0.01620727777481079,0.010600685141980648,0.10467200726270676,0.010446272790431976
3700,4,0.05591907352209091,3.734346389770508,0.013875965029001236,0.009155909530818462,0.10952018946409225,0.011897513642907143
3750,4,0.06170012056827545,3.7071151733398438,0.014698510989546776,0.008360765874385834,0.11146470904350281,0.008169730193912983
3800,4,0.044170625507831573,3.60170841217041,0.012793522328138351,0.00783639308065176,0.09175965189933777,0.008950570598244667
3850,4,0.046573836356401443,3.829129219055176,0.015027699060738087,0.0090675950050354,0.09953036159276962,0.009715579450130463
3900,4,0.04263566806912422,3.628828525543213,0.011872630566358566,0.007169321179389954,0.08828983455896378,0.00846807099878788
3950,4,0.04227633774280548,3.6071977615356445,0.01539142057299614,0.00979352556169033,0.09650129079818726,0.011004015803337097
4000,4,0.04354449361562729,3.5663654804229736,0.013641269877552986,0.009632904082536697,0.09554590284824371,0.010895412415266037
4050,4,0.04330449551343918,3.962003469467163,0.016566306352615356,0.010100324638187885,0.10005385428667068,0.010272717103362083
4100,4,0.04176533967256546,3.825138568878174,0.014782142825424671,0.009272126480937004,0.09496879577636719,0.01002348680049181
4150,4,0.052228353917598724,3.663496732711792,0.013834117911756039,0.008299462497234344,0.10223118215799332,0.009551763534545898
4200,4,0.03530091047286987,3.6554017066955566,0.010401833802461624,0.006293363869190216,0.07840920984745026,0.008136095479130745
4250,4,0.04221112281084061,3.98272705078125,0.01686468906700611,0.010710746981203556,0.10243337601423264,0.012733185663819313
4300,4,0.045820750296115875,3.9108810424804688,0.019370201975107193,0.013359280303120613,0.11122890561819077,0.013124266639351845
4350,4,0.04020366817712784,3.8249692916870117,0.012090882286429405,0.007671268656849861,0.08790668845176697,0.008816021494567394
4400,4,0.05832666903734207,3.1110568046569824,0.02655205689370632,0.016916701570153236,0.13243354856967926,0.015082832425832748
4450,4,0.06086946278810501,3.6263480186462402,0.021060291677713394,0.012946870177984238,0.1268376111984253,0.013829253613948822
4500,4,0.03633132576942444,3.526230812072754,0.011480898596346378,0.006764411460608244,0.0807519406080246,0.008544147945940495
4550,4,0.0428859144449234,3.552161931991577,0.0148693285882473,0.008382396772503853,0.09145605564117432,0.0075576091185212135
4600,4,0.045969948172569275,3.5097556114196777,0.01361983921378851,0.00808630883693695,0.09471577405929565,0.009490901604294777
4650,4,0.04613819718360901,3.515584945678711,0.018988316878676414,0.012045225128531456,0.10636603832244873,0.011616375297307968
4700,4,0.056133076548576355,3.387202739715576,0.021555442363023758,0.014485567808151245,0.1281517744064331,0.019041677936911583
4750,4,0.051279038190841675,3.3468823432922363,0.014934681355953217,0.008649065159261227,0.10324373096227646,0.011646530590951443
4800,4,0.051813751459121704,3.166473150253296,0.019144397228956223,0.010179929435253143,0.10669483244419098,0.009724392555654049
4850,5,0.05221645534038544,3.964566230773926,0.017195113003253937,0.01068174373358488,0.11223399639129639,0.012317853979766369
4900,5,0.06009369343519211,3.311354160308838,0.018387414515018463,0.012838788330554962,0.12284316122531891,0.014966493472456932
4950,5,0.04606930911540985,3.525573253631592,0.011945759877562523,0.0067758457735180855,0.09013942629098892,0.007720642723143101
5000,5,0.0719081312417984,3.592956066131592,0.025743646547198296,0.014445103704929352,0.1435130387544632,0.013451378792524338
5050,5,0.05469793826341629,3.7783660888671875,0.016771981492638588,0.009230127558112144,0.1094505712389946,0.009858690202236176
5100,5,0.051039524376392365,3.6317591667175293,0.014164987951517105,0.00796593353152275,0.10089138150215149,0.009562142193317413
5150,5,0.046797603368759155,3.5757460594177246,0.01137484610080719,0.005791271571069956,0.088028185069561,0.006185741163790226
5200,5,0.042285412549972534,3.6961536407470703,0.013044504448771477,0.0076613654382526875,0.09056016802787781,0.00908811204135418
5250,5,0.04974205046892166,3.826296806335449,0.014240742661058903,0.007319265976548195,0.09742988646030426,0.006996348034590483
5300,5,0.04122196137905121,3.6790950298309326,0.012403454631567001,0.007774107623845339,0.09094161540269852,0.011146614328026772
5350,5,0.052290305495262146,3.252358913421631,0.01738160476088524,0.009128788486123085,0.1042652502655983,0.009202753193676472
5400,5,0.03981662541627884,3.5613298416137695,0.012326372787356377,0.007784802000969648,0.08717302232980728,0.009438572451472282
5450,5,0.0458841472864151,3.300321102142334,0.014439521357417107,0.008630825206637383,0.0950533077120781,0.009597203694283962
5500,5,0.05372645705938339,3.2565464973449707,0.013401794247329235,0.007601134944707155,0.09912795573472977,0.008115834556519985
5550,5,0.042487964034080505,3.2507753372192383,0.011694870889186859,0.004991922527551651,0.08174718171358109,0.006318545900285244
5600,5,0.04528716206550598,3.3196496963500977,0.015174753963947296,0.009161949157714844,0.09687156230211258,0.010649450123310089
5650,5,0.049423206597566605,3.462902307510376,0.015558402054011822,0.007558050099760294,0.0984899252653122,0.008635750971734524
5700,5,0.04096117615699768,3.6193318367004395,0.013362308964133263,0.009370505809783936,0.0954999327659607,0.013709287159144878
5750,5,0.05085077881813049,3.2749547958374023,0.015834983438253403,0.008872203528881073,0.10093840956687927,0.009005669504404068
5800,5,0.04234194755554199,3.4830269813537598,0.010617466643452644,0.005745008122175932,0.08373817801475525,0.007618624716997147
5850,5,0.04416479170322418,3.284334659576416,0.01215632725507021,0.0055791037157177925,0.08496613800525665,0.006644237786531448
5900,5,0.04851391166448593,3.3592822551727295,0.015274450182914734,0.006646483205258846,0.09483247995376587,0.0076012201607227325
5950,5,0.04489807039499283,3.66678524017334,0.012453760951757431,0.005799661390483379,0.08757533878087997,0.006089919712394476
6000,5,0.04219014570116997,3.3801183700561523,0.009466838091611862,0.005037576425820589,0.08052634447813034,0.006931190378963947
6050,6,0.04085511341691017,3.430386781692505,0.0109571423381567,0.00442857388406992,0.07874909788370132,0.005356333218514919
6100,6,0.04143717139959335,2.8737640380859375,0.014182032085955143,0.007327760569751263,0.08552490174770355,0.008209118619561195
6150,6,0.04670329764485359,2.980867385864258,0.011408724822103977,0.005208329297602177,0.08367546647787094,0.005450778640806675
6200,6,0.04517427831888199,2.865262985229492,0.011506215669214725,0.006141547113656998,0.0836605653166771,0.006512206979095936
6250,6,0.043117813766002655,3.339073657989502,0.018243728205561638,0.009535521268844604,0.09625519812107086,0.008662769570946693
6300,6,0.04274051636457443,3.62200665473938,0.010343000292778015,0.005858251359313726,0.08358380198478699,0.006531998515129089
6350,6,0.04169889912009239,3.3478469848632812,0.011508699506521225,0.006124535109847784,0.08445374667644501,0.008382377214729786
6400,6,0.046964131295681,3.3539514541625977,0.014198493212461472,0.006409231573343277,0.09058068692684174,0.006239071488380432
6450,6,0.041095197200775146,3.0976619720458984,0.01645936444401741,0.00881916843354702,0.09007971733808517,0.008217678405344486
6500,6,0.0400163009762764,2.9036002159118652,0.009078128263354301,0.005684499628841877,0.07776891440153122,0.008471988141536713
6550,6,0.04286768287420273,3.066054344177246,0.009736210107803345,0.005052266642451286,0.07976532727479935,0.006778893526643515
6600,6,0.04293162003159523,3.1005890369415283,0.012501773424446583,0.007790642790496349,0.08985156565904617,0.01112458761781454
6650,6,0.04300001263618469,3.068063974380493,0.009406983852386475,0.004526020959019661,0.07760713249444962,0.005333798937499523
6700,6,0.03811534494161606,3.2569284439086914,0.013217480853199959,0.0074928379617631435,0.08324799686670303,0.008137688972055912
6750,6,0.041736677289009094,3.342878818511963,0.01773785799741745,0.010839447379112244,0.09839751571416855,0.011369137093424797
6800,6,0.04272615909576416,3.188220977783203,0.008967705070972443,0.004385882522910833,0.07832266390323639,0.006301813758909702
6850,6,0.03931766748428345,3.0939111709594727,0.011136583052575588,0.00539011787623167,0.07778250426054001,0.006468582432717085
6900,6,0.03833731636404991,2.949047088623047,0.010740851052105427,0.0048482827842235565,0.07369963824748993,0.0050279488787055016
6950,6,0.03634745255112648,3.077022075653076,0.008615018799901009,0.005089383572340012,0.07139091193675995,0.005953943356871605
7000,6,0.03557758033275604,3.0428099632263184,0.007935705594718456,0.005300816614180803,0.07218941301107407,0.008161259815096855
7050,6,0.03386036306619644,2.940263032913208,0.012022217735648155,0.007251703180372715,0.07477365434169769,0.0069380565546453
7100,6,0.03497586399316788,3.143669605255127,0.010790713131427765,0.006179880816489458,0.07454918324947357,0.006884381175041199
7150,6,0.035864751785993576,2.9681572914123535,0.007644658908247948,0.0044767409563064575,0.07009763270616531,0.00727069191634655
7200,6,0.038498617708683014,2.9042611122131348,0.011540710926055908,0.005919664166867733,0.07613575458526611,0.005655450746417046
7250,7,0.03508025407791138,2.897853374481201,0.012145526707172394,0.005931110121309757,0.07487133145332336,0.007225170731544495
7300,7,0.035275138914585114,2.8699123859405518,0.01481051929295063,0.006190260872244835,0.07688004523515701,0.006254562642425299
7350,7,0.03625717759132385,2.519016742706299,0.00805339589715004,0.0035340567119419575,0.06451136618852615,0.004071650095283985
7400,7,0.03392269089818001,2.859121561050415,0.010318418964743614,0.004952020011842251,0.06811975687742233,0.004631019197404385
7450,7,0.03549690917134285,2.6773178577423096,0.010367684066295624,0.0054797036573290825,0.07272637635469437,0.00799549650400877
7500,7,0.03563918545842171,2.828815460205078,0.009956659749150276,0.004316873848438263,0.06850341707468033,0.0044466168619692326
7550,7,0.03349199891090393,2.6642818450927734,0.008827928453683853,0.00326679483987391,0.06267964094877243,0.0037715169601142406
7600,7,0.033546894788742065,2.895063877105713,0.009524085558950901,0.004879011772572994,0.06754197180271149,0.005116660613566637
7650,7,0.038358695805072784,2.71891450881958,0.0110279880464077,0.004810553044080734,0.07237155735492706,0.00457975035533309
7700,7,0.03190188109874725,2.707151174545288,0.008587807416915894,0.003897879971191287,0.061725739389657974,0.0038024140521883965
7750,7,0.03511815518140793,2.7015223503112793,0.014495767652988434,0.007298984099179506,0.07720980048179626,0.006789279170334339
7800,7,0.035540707409381866,2.796090602874756,0.007868553511798382,0.0030841981060802937,0.06437163054943085,0.0038977216463536024
7850,7,0.03421255573630333,2.688188076019287,0.010305799543857574,0.0038516626227647066,0.06564893573522568,0.0038379752077162266
7900,7,0.03252142667770386,2.6295671463012695,0.007015396375209093,0.004638350568711758,0.06362873315811157,0.006305722054094076
7950,7,0.03282395005226135,2.8473968505859375,0.007500221021473408,0.0034557650797069073,0.06280602514743805,0.004789109341800213
8000,7,0.033095210790634155,2.733973264694214,0.007030263543128967,0.004376930184662342,0.06354627758264542,0.005374004598706961
8050,7,0.03340218961238861,2.648857593536377,0.007368855178356171,0.0038207112811505795,0.06194675341248512,0.0041107116267085075
8100,7,0.03214791417121887,2.707428455352783,0.01146787405014038,0.004688756540417671,0.06617194414138794,0.0043302564881742
8150,7,0.03238173574209213,2.8447890281677246,0.021555041894316673,0.014785336330533028,0.09831774234771729,0.015371683984994888
8200,7,0.03096020221710205,2.487635612487793,0.010403664782643318,0.007422738708555698,0.06943503022193909,0.008210241794586182
8250,7,0.03423399478197098,2.491246223449707,0.010809087194502354,0.007079813163727522,0.07337386906147003,0.008794737979769707
8300,7,0.028052926063537598,2.9134085178375244,0.006473408080637455,0.003457749728113413,0.05691293627023697,0.004361807368695736
8350,7,0.03125423192977905,2.680704116821289,0.006851495243608952,0.004036955069750547,0.061028845608234406,0.005482641980051994
8400,7,0.03309621289372444,2.661425828933716,0.011326459236443043,0.004380629863590002,0.06734403967857361,0.005233608186244965
8450,8,0.030681796371936798,2.6099472045898438,0.009401440620422363,0.004119761288166046,0.06130725145339966,0.004054517950862646
8500,8,0.033552877604961395,2.5573112964630127,0.010795419104397297,0.0042403386905789375,0.0662589967250824,0.004883802030235529
8550,8,0.03117254003882408,2.600729465484619,0.00864726398140192,0.00546640157699585,0.06474985927343369,0.006460006348788738
8600,8,0.031528715044260025,2.5791938304901123,0.009732690639793873,0.004782427102327347,0.06444130837917328,0.0055015068501234055
8650,8,0.03228555619716644,2.5176727771759033,0.0066182552836835384,0.004013109020888805,0.06079002469778061,0.005284740589559078
8700,8,0.03137112781405449,2.713223695755005,0.010049347765743732,0.00514491880312562,0.06554272025823593,0.005411210469901562
8750,8,0.030787453055381775,2.516223907470703,0.00882646068930626,0.0032301326282322407,0.05940336361527443,0.003978200256824493
8800,8,0.03235464543104172,2.5982868671417236,0.010726162232458591,0.0034702355042099953,0.06344906985759735,0.00390658900141716
8850,8,0.030072977766394615,2.6595730781555176,0.007858083583414555,0.004308392759412527,0.05995449423789978,0.0044171749614179134
8900,8,0.031829483807086945,2.6804795265197754,0.009160465560853481,0.003573745023459196,0.06173141300678253,0.003765320871025324
8950,8,0.02991854026913643,2.4957633018493652,0.01019611582159996,0.004416007548570633,0.061625562608242035,0.004616083577275276
9000,8,0.030947234481573105,2.404980182647705,0.00872749462723732,0.004122395534068346,0.05985969305038452,0.00403766892850399
9050,8,0.03264030069112778,2.642176628112793,0.00804782286286354,0.004387170076370239,0.0631771832704544,0.004891011398285627
9100,8,0.03196899592876434,2.5519022941589355,0.008309111930429935,0.004152297042310238,0.06164014711976051,0.0044502317905426025
9150,8,0.029576580971479416,2.555479049682617,0.008295431733131409,0.002993406727910042,0.056869350373744965,0.0032265339978039265
9200,8,0.0322183258831501,2.442903518676758,0.0063992999494075775,0.0032364539802074432,0.05808597803115845,0.0040173837915062904
9250,8,0.03316360339522362,2.4047627449035645,0.01791623793542385,0.005106618627905846,0.07259945571422577,0.0043891798704862595
9300,8,0.03045622445642948,2.593142509460449,0.00706871971487999,0.0038633758667856455,0.05940781906247139,0.005053784232586622
9350,8,0.030685579404234886,2.3489394187927246,0.012940670363605022,0.005111156962811947,0.06619876623153687,0.00571666844189167
9400,8,0.03181939199566841,2.4184818267822266,0.013665951788425446,0.005079496651887894,0.06725514680147171,0.004597894847393036
9450,8,0.030619855970144272,2.439885139465332,0.008882831782102585,0.0038793240673840046,0.0599055290222168,0.004324095323681831
9500,8,0.029052168130874634,2.812270164489746,0.013548903167247772,0.004292545840144157,0.06596049666404724,0.005005530547350645
9550,8,0.02849680930376053,2.7247791290283203,0.006360808853060007,0.0033627585507929325,0.05643606558442116,0.004591797944158316
9600,8,0.03220255300402641,2.3901052474975586,0.021690867841243744,0.008264366537332535,0.08135069161653519,0.007242376916110516
9650,9,0.029376987367868423,2.3965814113616943,0.005415323656052351,0.0028424332849681377,0.05301337316632271,0.0033957220148295164
9700,9,0.027701379731297493,2.4728710651397705,0.009703738614916801,0.003343192394822836,0.05668719857931137,0.003574532922357321
9750,9,0.03031042404472828,2.3685898780822754,0.012373308651149273,0.0052511016838252544,0.06418707966804504,0.004409299697726965
9800,9,0.028333529829978943,2.3090643882751465,0.005908650811761618,0.0031664089765399694,0.05280952900648117,0.0038556153886020184
9850,9,0.029844246804714203,2.3723154067993164,0.010761828161776066,0.004267039708793163,0.0600864551961422,0.003351762657985091
9900,9,0.028663525357842445,2.400974988937378,0.008957404643297195,0.004443975165486336,0.05924290418624878,0.005173124372959137
9950,9,0.027627691626548767,2.5275449752807617,0.0075453948229551315,0.003272294532507658,0.05444357544183731,0.0033604733180254698
10000,9,0.029712948948144913,2.367098331451416,0.01124882698059082,0.0034293471835553646,0.06022161245346069,0.003994999453425407
10050,9,0.031068105250597,2.6158761978149414,0.005646144971251488,0.0028198997024446726,0.056362517178058624,0.0037489894311875105
10100,9,0.032693199813365936,2.4048099517822266,0.012072887271642685,0.00426146388053894,0.06471443176269531,0.003662834642454982
10150,9,0.028937170282006264,2.365459680557251,0.006278773304075003,0.0025167290586978197,0.05298420041799545,0.0034242277033627033
10200,9,0.030626846477389336,2.420381546020508,0.006629344075918198,0.0030914139933884144,0.05607863515615463,0.003629126353189349
10250,9,0.029119208455085754,2.402174949645996,0.00831469427794218,0.0037026074714958668,0.0569496788084507,0.0038022948428988457
10300,9,0.030425412580370903,2.2487990856170654,0.006689697969704866,0.0037655301857739687,0.05704797804355621,0.0049233450554311275
10350,9,0.02868807129561901,2.2749691009521484,0.008751661516726017,0.0034244609996676445,0.05555785447359085,0.0033188171219080687
10400,9,0.030491840094327927,2.316249370574951,0.0085073197260499,0.0031556813046336174,0.0574791319668293,0.0037430450320243835
10450,9,0.02928944304585457,2.4117767810821533,0.008135114796459675,0.0030373698100447655,0.056355901062488556,0.003835090436041355
10500,9,0.027913987636566162,2.4345486164093018,0.007732693571597338,0.0025058486498892307,0.0531601756811142,0.0028349030762910843
10550,9,0.029586462303996086,2.362844944000244,0.010634830221533775,0.004047738388180733,0.05991844832897186,0.003835193580016494
10600,9,0.02881981059908867,2.5765767097473145,0.0059750694781541824,0.0030307674314826727,0.05437466874718666,0.0036661354824900627
10650,9,0.028543151915073395,2.41328501701355,0.006416741292923689,0.0027823830023407936,0.05304398015141487,0.0032352793496102095
10700,9,0.028021737933158875,2.550435781478882,0.0088646300137043,0.004453376401215792,0.05867663770914078,0.004584712907671928
10750,9,0.029418988153338432,2.370741844177246,0.012309552170336246,0.004820988513529301,0.06229451298713684,0.003891272936016321
10800,9,0.03132333979010582,2.345970392227173,0.018016133457422256,0.004944031126797199,0.0706055536866188,0.004592202603816986
10850,9,0.029366370290517807,2.421405076980591,0.0079973628744483,0.0037463128101080656,0.05739927291870117,0.004182201344519854
10900,10,0.03345596790313721,2.3667445182800293,0.00891597755253315,0.0058516948483884335,0.06826792657375336,0.0082105603069067
10950,10,0.0321602001786232,2.5972609519958496,0.013207606971263885,0.005191791336983442,0.06938356161117554,0.005837667733430862
11000,10,0.028244107961654663,2.526101589202881,0.006690568290650845,0.002643147949129343,0.053508203476667404,0.003299871925264597
11050,10,0.03016638197004795,2.398634910583496,0.00820229947566986,0.0033685811795294285,0.05766235664486885,0.003931921906769276
11100,10,0.03036002814769745,2.4631621837615967,0.010613521561026573,0.003461886662989855,0.060120899230241776,0.0033696568571031094
11150,10,0.029618389904499054,2.4860589504241943,0.007147209718823433,0.0027023886796087027,0.05521826073527336,0.003319975920021534
11200,10,0.031001564115285873,2.4240312576293945,0.005613957531750202,0.0029401383362710476,0.05586491525173187,0.004189104773104191
11250,10,0.029100097715854645,2.136991500854492,0.0056899115443229675,0.0024422158021479845,0.05089980363845825,0.0029826199170202017
11300,10,0.027541963383555412,2.5641441345214844,0.008021550253033638,0.004187221638858318,0.05777215212583542,0.005200695246458054
11350,10,0.029051601886749268,2.259942054748535,0.02079247683286667,0.005869703367352486,0.07089659571647644,0.0038831024430692196
11400,10,0.029388925060629845,2.3217267990112305,0.014903605915606022,0.0038859983906149864,0.06294311583042145,0.0031559511553496122
11450,10,0.02878999151289463,2.3588314056396484,0.01187861431390047,0.0030382690019905567,0.05889802798628807,0.00339700048789382
11500,10,0.02912900596857071,2.28493070602417,0.006247726269066334,0.002927114488556981,0.05323009938001633,0.0035016003530472517
11550,10,0.028712589293718338,2.2174630165100098,0.007052605971693993,0.003462917637079954,0.054454073309898376,0.0041386429220438
11600,10,0.02768721990287304,2.619269371032715,0.009852411225438118,0.0032583465799689293,0.05707515403628349,0.00318083050660789
11650,10,0.029632629826664925,2.4425177574157715,0.008849980309605598,0.0032905403058975935,0.057142481207847595,0.0031567439436912537
11700,10,0.027320001274347305,2.419860363006592,0.01251769158989191,0.004663882777094841,0.061093151569366455,0.004492275882512331
11750,10,0.03096599504351616,2.415132522583008,0.006647528149187565,0.0032654518727213144,0.05682556703686714,0.0038709312211722136
11800,10,0.02638426423072815,2.6340785026550293,0.007096238434314728,0.0030060827266424894,0.05342444032430649,0.003767462447285652
11850,10,0.027675841003656387,2.5648999214172363,0.010766293853521347,0.00309967715293169,0.058084238320589066,0.003717927960678935
