probe,pos_rmse,x_rmse,y_rmse,theta_mae_deg,theta_median_deg,theta_flip_pct,x_r2,y_r2
chance,0.3158,0.2215,0.2250,90.0000,90.0000,50.0000,0.0000,0.0000
linear,0.0192,0.0135,0.0137,1.9181,1.5903,0.0000,0.9963,0.9963
mlp,0.0131,0.0090,0.0095,1.6115,1.3290,0.0000,0.9984,0.9982
