probe,pos_rmse,x_rmse,y_rmse,theta_mae_deg,theta_median_deg,theta_flip_pct,x_r2,y_r2
chance,0.3168,0.2265,0.2214,90.0000,90.0000,50.0000,0.0000,0.0000
linear,0.1124,0.0817,0.0772,64.6149,52.5668,28.3749,0.8693,0.8784
mlp,0.0672,0.0489,0.0461,47.0645,23.9394,20.2036,0.9532,0.9567
