probe,pos_rmse,x_rmse,y_rmse,theta_mae_deg,theta_median_deg,theta_flip_pct,x_r2,y_r2
chance,0.3168,0.2265,0.2214,90.0000,90.0000,50.0000,0.0000,0.0000
linear,0.0361,0.0259,0.0251,63.6777,50.9089,28.5858,0.9868,0.9872
mlp,0.0261,0.0188,0.0181,57.8354,23.5310,28.5216,0.9931,0.9933
