probe,pos_rmse,x_rmse,y_rmse,theta_mae_deg,theta_median_deg,theta_flip_pct,x_r2,y_r2
chance,0.3158,0.2215,0.2250,90.0000,90.0000,50.0000,0.0000,0.0000
linear,0.0199,0.0142,0.0139,2.2834,1.8581,0.0000,0.9959,0.9962
mlp,0.0181,0.0132,0.0124,2.1911,1.8059,0.0000,0.9965,0.9969
