step,epoch,recon,dyn,pred_recon,var,l1,anchor,anchor_pred,total,latent_std
50,1,0.644580602645874,0.007004737854003906,0.6475992202758789,0.017440155148506165,0.011855920776724815,1.0042167901992798,0.9468830227851868,3.2677364349365234,0.28584468364715576
100,1,0.4569208323955536,0.011484865099191666,0.44588589668273926,0.017348751425743103,0.016027312725782394,0.8452129364013672,0.761825680732727,2.5386950969696045,0.3534029424190521
150,1,0.45594269037246704,0.02486879751086235,0.45403996109962463,0.01459832675755024,0.021505046635866165,0.5407962799072266,0.45731019973754883,1.947577714920044,0.3739635646343231
200,1,0.3855445384979248,0.009357181377708912,0.3877176344394684,0.01252675335854292,0.026786554604768753,0.1168399229645729,0.0851045772433281,0.9971174001693726,0.3743284344673157
250,1,0.32104581594467163,0.004954986274242401,0.32469385862350464,0.009749534539878368,0.032317306846380234,0.07817553728818893,0.06628216803073883,0.8049342036247253,0.3830818235874176
300,1,0.29370489716529846,0.003368302481248975,0.2981216311454773,0.009779601357877254,0.038924362510442734,0.05903393030166626,0.04699243605136871,0.711039662361145,0.3815702497959137
350,1,0.2911580204963684,0.0035088062286376953,0.29249078035354614,0.00900519359856844,0.045025214552879333,0.07348362356424332,0.07167685031890869,0.741368293762207,0.3846927583217621
400,1,0.272431343793869,0.003395723644644022,0.2756100594997406,0.009633161127567291,0.05107469484210014,0.061223354190588,0.04058457538485527,0.662929356098175,0.3803328275680542
450,1,0.25052934885025024,0.0027009269688278437,0.2515968680381775,0.009301720187067986,0.05628666281700134,0.05266348645091057,0.034214697778224945,0.6010633111000061,0.380054771900177
500,1,0.2429600954055786,0.0029116738587617874,0.24830995500087738,0.008603719994425774,0.06121867150068283,0.05268470197916031,0.03879445046186447,0.5943257808685303,0.38402166962623596
550,2,0.2330687940120697,0.002519377041608095,0.232120543718338,0.008552405051887035,0.06586612015962601,0.0527789480984211,0.041175927966833115,0.5702818632125854,0.3813914656639099
600,2,0.22289076447486877,0.0020238172728568316,0.2230098396539688,0.008664659224450588,0.07012221217155457,0.038551654666662216,0.027812153100967407,0.5230230093002319,0.3805204927921295
650,2,0.21689698100090027,0.0019143068930134177,0.22116413712501526,0.008695355616509914,0.07397051155567169,0.03698984533548355,0.02563057653605938,0.5113651752471924,0.3800751566886902
700,2,0.2208564132452011,0.0020811238791793585,0.21893855929374695,0.009281165897846222,0.07715187221765518,0.048596300184726715,0.030858105048537254,0.5306888222694397,0.38234424591064453
750,2,0.19698813557624817,0.001609683851711452,0.199860617518425,0.009064390324056149,0.07984807342290878,0.03348099812865257,0.023834044113755226,0.46491768956184387,0.37665364146232605
800,2,0.1940346509218216,0.00197452655993402,0.1965143382549286,0.008709127083420753,0.08237519860267639,0.03980376571416855,0.028764957562088966,0.4698837399482727,0.3782276511192322
850,2,0.1851782202720642,0.0015814766520634294,0.18959341943264008,0.008796988986432552,0.08548974245786667,0.03125549107789993,0.025150274857878685,0.4416413903236389,0.3756887912750244
900,2,0.19146044552326202,0.0017648431239649653,0.19104349613189697,0.007757119368761778,0.08722995966672897,0.03192618116736412,0.02226359210908413,0.4463029205799103,0.3822559118270874
950,2,0.1880464404821396,0.0017576239770278335,0.18764138221740723,0.007322424557060003,0.08923973888158798,0.04146405681967735,0.0328495018184185,0.4591706693172455,0.3822040557861328
1000,2,0.17995432019233704,0.001659990637563169,0.18111976981163025,0.00771339749917388,0.0901794582605362,0.028068384155631065,0.02107957936823368,0.41968563199043274,0.3816682994365692
1050,3,0.1762433648109436,0.001622613868676126,0.17565834522247314,0.008177543990314007,0.09152194857597351,0.029370790347456932,0.022738507017493248,0.4139026999473572,0.3789127469062805
1100,3,0.17245382070541382,0.001541157253086567,0.17582863569259644,0.008427268825471401,0.09299807995557785,0.026284797117114067,0.019542401656508446,0.40417104959487915,0.37921327352523804
1150,3,0.17187747359275818,0.0015187709359452128,0.17421089112758636,0.008049964904785156,0.09462964534759521,0.030064770951867104,0.020950952544808388,0.40676745772361755,0.38086292147636414
1200,3,0.17183630168437958,0.0015124126803129911,0.1707495003938675,0.007629308383911848,0.09634419530630112,0.029954230412840843,0.02028418518602848,0.4020622968673706,0.38137635588645935
1250,3,0.16281548142433167,0.0013162186369299889,0.16619455814361572,0.008182409219443798,0.09799202531576157,0.027409929782152176,0.0202922485768795,0.38630884885787964,0.37824568152427673
1300,3,0.16179990768432617,0.0014283801428973675,0.1641836017370224,0.007442681584507227,0.09968104213476181,0.03313744068145752,0.021274102851748466,0.3893657922744751,0.37861427664756775
1350,3,0.16135165095329285,0.0016740774735808372,0.1634681522846222,0.008096760138869286,0.10124947130680084,0.034047216176986694,0.023234404623508453,0.39197346568107605,0.3718683421611786
1400,3,0.16381794214248657,0.0012636765604838729,0.16499988734722137,0.008243118412792683,0.10328780114650726,0.03192151337862015,0.020376740023493767,0.3907261788845062,0.3765937387943268
1450,3,0.1627841740846634,0.0012789954198524356,0.1607448011636734,0.008422131650149822,0.1051601991057396,0.024428365752100945,0.015269823372364044,0.37303346395492554,0.37846872210502625
1500,3,0.16164357960224152,0.001412179321050644,0.1596844643354416,0.007909916341304779,0.10644055902957916,0.028910746797919273,0.020154865458607674,0.3798222243785858,0.38089519739151
1550,4,0.15647642314434052,0.0011109793558716774,0.15884347259998322,0.00802547112107277,0.10772710293531418,0.025985244661569595,0.017519203945994377,0.36806851625442505,0.37778937816619873
1600,4,0.15454359352588654,0.001312812208198011,0.15913143754005432,0.008004882372915745,0.10985986888408661,0.029301172122359276,0.019691873341798782,0.37209561467170715,0.37605810165405273
1650,4,0.15759482979774475,0.0010884013026952744,0.157930389046669,0.007809749338775873,0.11126285791397095,0.028135960921645164,0.018646221607923508,0.3713167905807495,0.38103145360946655
1700,4,0.15970271825790405,0.0011349974665790796,0.16272947192192078,0.008060011081397533,0.11304138600826263,0.029196901246905327,0.015616982243955135,0.37655410170555115,0.3806884288787842
1750,4,0.15488861501216888,0.001111840014345944,0.1549747884273529,0.00833470281213522,0.11442898958921432,0.025752706453204155,0.016360066831111908,0.3615371584892273,0.3786967396736145
1800,4,0.15375538170337677,0.0010953708551824093,0.1531568169593811,0.007184638176113367,0.11648938059806824,0.030420685186982155,0.02140936441719532,0.36713874340057373,0.38088086247444153
1850,4,0.15132378041744232,0.0011101949494332075,0.15287156403064728,0.008387935347855091,0.11793868243694305,0.026275569573044777,0.01853380911052227,0.3586207628250122,0.3794477581977844
1900,4,0.15113292634487152,0.0010783039033412933,0.1525556445121765,0.006663440261036158,0.11977767199277878,0.023642919957637787,0.01726008579134941,0.3524531126022339,0.3771938979625702
1950,4,0.1554628610610962,0.0010643069399520755,0.15460105240345,0.008147106505930424,0.12162548303604126,0.025029975920915604,0.01635168306529522,0.3607785999774933,0.38078463077545166
2000,4,0.153995081782341,0.0010032349964603782,0.15286533534526825,0.007872690446674824,0.12297078967094421,0.024604419246315956,0.01717209257185459,0.35763582587242126,0.37943974137306213
2050,5,0.14958077669143677,0.0011073689674958587,0.1496712863445282,0.007558571640402079,0.12467874586582184,0.026387399062514305,0.016687536612153053,0.35111764073371887,0.3785252273082733
2100,5,0.14886042475700378,0.0011045411229133606,0.15090490877628326,0.007359805982559919,0.12635460495948792,0.022621573880314827,0.015505755320191383,0.34648337960243225,0.3789260983467102
2150,5,0.1479954719543457,0.0010308529017493129,0.1487923562526703,0.009250153787434101,0.12829355895519257,0.02510533295571804,0.014924436807632446,0.3472268879413605,0.3772529065608978
2200,5,0.14496232569217682,0.0010177784133702517,0.14871832728385925,0.008641574531793594,0.13000476360321045,0.023721111938357353,0.01502790953963995,0.3422189950942993,0.3776415288448334
2250,5,0.14521579444408417,0.001114232582040131,0.1482345163822174,0.007538619916886091,0.13157114386558533,0.019494084641337395,0.015030351467430592,0.33675917983055115,0.37800565361976624
2300,5,0.14447945356369019,0.0008647084468975663,0.14705264568328857,0.007245089393109083,0.13340410590171814,0.023823386058211327,0.01653996668756008,0.34013864398002625,0.3801296353340149
2350,5,0.14494188129901886,0.0010408563539385796,0.14670909941196442,0.007491894066333771,0.1349109709262848,0.024660803377628326,0.01586158387362957,0.34084102511405945,0.37841135263442993
2400,5,0.1470998227596283,0.0009392231586389244,0.1472640186548233,0.0076525560580194,0.13667336106300354,0.02286551706492901,0.014426350593566895,0.3403841257095337,0.38156256079673767
2450,5,0.14476196467876434,0.0009764639544300735,0.14388027787208557,0.00753003591671586,0.13896869122982025,0.022095413878560066,0.015963857993483543,0.3353469669818878,0.3794446587562561
2500,5,0.14289112389087677,0.0009229999268427491,0.1471737176179886,0.006979306228458881,0.14051485061645508,0.02467164769768715,0.016287198290228844,0.3390665352344513,0.38082900643348694
2550,6,0.14598098397254944,0.0009007129119709134,0.1456206738948822,0.008200238458812237,0.14249172806739807,0.024518780410289764,0.013675364665687084,0.33903923630714417,0.37545105814933777
2600,6,0.14016233384609222,0.0009715024498291314,0.14084263145923615,0.008980879560112953,0.1441163718700409,0.023073336109519005,0.014517932198941708,0.3286927342414856,0.3753071427345276
2650,6,0.14386045932769775,0.0009497532737441361,0.14421427249908447,0.006820127367973328,0.14594551920890808,0.02342914417386055,0.016349492594599724,0.3357691764831543,0.380914568901062
2700,6,0.14357908070087433,0.0008724881336092949,0.14195461571216583,0.006667771842330694,0.14786630868911743,0.022731732577085495,0.01674644462764263,0.3327000141143799,0.3792088031768799
2750,6,0.13774371147155762,0.000974909053184092,0.13793157041072845,0.007379101123660803,0.1502307653427124,0.02202930860221386,0.014900433830916882,0.3211092948913574,0.3783114552497864
2800,6,0.13777652382850647,0.0009486076305620372,0.13755707442760468,0.007848306559026241,0.15174917876720428,0.02124687470495701,0.013103355653584003,0.31863248348236084,0.37757396697998047
2850,6,0.13918358087539673,0.0008477639639750123,0.13742180168628693,0.007187228184193373,0.1535419523715973,0.020466526970267296,0.013842745684087276,0.3191031515598297,0.37911370396614075
2900,6,0.1394345909357071,0.0008000847301445901,0.14275597035884857,0.008336476050317287,0.15563644468784332,0.02554677240550518,0.015267240814864635,0.332296758890152,0.3781212568283081
2950,6,0.13920970261096954,0.0009082306060008705,0.1376924216747284,0.007175635080784559,0.15731653571128845,0.020021189004182816,0.01200056727975607,0.3171650469303131,0.3783263862133026
3000,6,0.13475123047828674,0.0008131672511808574,0.13621562719345093,0.007462784647941589,0.15903466939926147,0.01834607683122158,0.012485573999583721,0.310233473777771,0.3746510148048401
3050,7,0.13977032899856567,0.0008583741146139801,0.1387624442577362,0.007897915318608284,0.16111251711845398,0.02213999442756176,0.012605679221451283,0.3221958577632904,0.37974151968955994
3100,7,0.13692644238471985,0.000981546239927411,0.13783182203769684,0.00758478045463562,0.16294346749782562,0.019972611218690872,0.013763407245278358,0.31722351908683777,0.3799598813056946
3150,7,0.13860365748405457,0.000950273300986737,0.14055906236171722,0.007413698825985193,0.16529637575149536,0.026860076934099197,0.01696396805346012,0.33151599764823914,0.37906795740127563
3200,7,0.13313603401184082,0.0009245369583368301,0.13624398410320282,0.007427969481796026,0.16703742742538452,0.022482413798570633,0.013659286312758923,0.31404125690460205,0.3789326250553131
3250,7,0.1335693746805191,0.0009056515991687775,0.13322539627552032,0.007311548572033644,0.16913245618343353,0.018397485837340355,0.013002040795981884,0.30658063292503357,0.3745455741882324
3300,7,0.1350102573633194,0.0008220560848712921,0.1355261653661728,0.007087725680321455,0.17161956429481506,0.023067662492394447,0.013999918475747108,0.3156854510307312,0.38100168108940125
3350,7,0.1320589929819107,0.0009080534800887108,0.13302671909332275,0.007766530849039555,0.1733379364013672,0.01837836019694805,0.012443236075341702,0.30475524067878723,0.37898939847946167
3400,7,0.13976502418518066,0.0008906624279916286,0.13746465742588043,0.006831468548625708,0.17540034651756287,0.027014434337615967,0.017669016495347023,0.32981064915657043,0.37555351853370667
3450,7,0.13389858603477478,0.0008116803946904838,0.13277029991149902,0.007124987430870533,0.17697249352931976,0.01991306245326996,0.012932798825204372,0.3076283633708954,0.3798428177833557
3500,7,0.13694798946380615,0.0008265363867394626,0.1363525241613388,0.007462540175765753,0.17895439267158508,0.023271551355719566,0.013936062343418598,0.31897616386413574,0.38132986426353455
3550,8,0.13326531648635864,0.0008810354629531503,0.1343514621257782,0.007281213998794556,0.18123409152030945,0.02216390334069729,0.014369713142514229,0.3124938905239105,0.3776681125164032
3600,8,0.1320541501045227,0.0009450353099964559,0.131891131401062,0.0070441230200231075,0.18299537897109985,0.024674950167536736,0.01744760572910309,0.3142399787902832,0.37811169028282166
3650,8,0.12792612612247467,0.000783465919084847,0.12868718802928925,0.007159510161727667,0.18486231565475464,0.018415085971355438,0.012889045290648937,0.2960452735424042,0.379060298204422
3700,8,0.13135211169719696,0.0007965199765749276,0.1338462084531784,0.007701409049332142,0.18638060986995697,0.02091130241751671,0.011841456405818462,0.30663537979125977,0.37897488474845886
