probe,pos_rmse,x_rmse,y_rmse,theta_mae_deg,theta_median_deg,theta_flip_pct,x_r2,y_r2
chance,0.3168,0.2265,0.2214,90.0000,90.0000,50.0000,0.0000,0.0000
linear,0.0196,0.0137,0.0140,2.7540,2.2284,0.0000,0.9963,0.9960
mlp,0.0154,0.0110,0.0107,2.2406,1.8736,0.0000,0.9976,0.9977
