step,epoch,total,recon,dyn,pred_recon,anchor,anchor_pred,gain,a_v_mean
1400,5,0.5858627557754517,0.29208242893218994,0.0033255666494369507,0.2875573933124542,0.0014444512780755758,0.0014529292238876224,0.0,0.8389602303504944
1450,5,0.5723404288291931,0.286973237991333,0.0017534432699903846,0.2803523540496826,0.0016288964543491602,0.0016324882162734866,0.0,0.8655202388763428
1500,5,0.5858309864997864,0.2931300699710846,0.0022372808307409286,0.28721269965171814,0.0016161089297384024,0.0016347866039723158,0.0,0.875110924243927
1550,5,0.5715596675872803,0.2857794463634491,0.0019274026853963733,0.281139075756073,0.0013643410056829453,0.0013494137674570084,0.0,0.8703174591064453
1600,5,0.583877682685852,0.29109805822372437,0.0015291351592168212,0.28813913464546204,0.0015595989534631371,0.0015517529100179672,0.0,0.878841757774353
1650,5,0.5711790919303894,0.28539741039276123,0.0019214310450479388,0.2811347246170044,0.0013585223350673914,0.0013670534826815128,0.0,0.8679484128952026
1700,5,0.5747225284576416,0.28487348556518555,0.00592206884175539,0.28131675720214844,0.0013138591311872005,0.001296326401643455,0.0,0.8410342931747437
1750,6,0.5687308311462402,0.2836235761642456,0.002931510331109166,0.27950406074523926,0.0013469401746988297,0.0013247872702777386,0.0,0.8610885143280029
1800,6,0.5663668513298035,0.2816590666770935,0.0016196055803447962,0.28010228276252747,0.0015205307863652706,0.001465396722778678,0.0,0.8486306667327881
1850,6,0.5743421912193298,0.2875397205352783,0.0022447225637733936,0.2809799611568451,0.0018023950979113579,0.001775368582457304,0.0,0.8527405261993408
1900,6,0.5617078542709351,0.2789290249347687,0.002731317887082696,0.2767961025238037,0.0016433361452072859,0.0016080919886007905,0.0,0.8640310764312744
1950,6,0.5581278800964355,0.27817046642303467,0.0014901872491464019,0.27548590302467346,0.001503481063991785,0.0014778648037463427,0.0,0.8347857594490051
2000,6,0.5695759057998657,0.28521791100502014,0.00205981289036572,0.27934280037879944,0.0014929883182048798,0.0014624081086367369,0.0,0.8777632117271423
2050,6,0.5655921101570129,0.2817694842815399,0.0026034836191684008,0.2785286009311676,0.0013606976717710495,0.0013298462145030499,0.0,0.8804308176040649
2100,7,0.5651304125785828,0.2832258939743042,0.004105169326066971,0.27485811710357666,0.0014855099143460393,0.0014556426322087646,0.0,0.8551029562950134
2150,7,0.5553702116012573,0.2767016887664795,0.001383661525323987,0.2747546434402466,0.0012734757037833333,0.0012567427475005388,0.0,0.8629840016365051
2200,7,0.5626701712608337,0.28182676434516907,0.0019385017221793532,0.275639146566391,0.001618075417354703,0.0016476972959935665,0.0,0.8254388570785522
2250,7,0.5621676445007324,0.2830745577812195,0.0015005398308858275,0.2750435173511505,0.0012803871650248766,0.0012686746194958687,0.0,0.842168927192688
2300,7,0.563170313835144,0.2825419306755066,0.001888813334517181,0.27539342641830444,0.001687553245574236,0.0016586482524871826,0.0,0.836216151714325
2350,7,0.5523569583892822,0.2775493562221527,0.0025636402424424887,0.26913997530937195,0.001577977673150599,0.0015260077780112624,0.0,0.83559250831604
2400,7,0.5598247647285461,0.2805156409740448,0.0016270192572847009,0.27497589588165283,0.0013711065985262394,0.0013351349625736475,0.0,0.838819682598114
2450,8,0.5497925877571106,0.27568429708480835,0.0021703040692955256,0.2691839039325714,0.0013806205242872238,0.0013734663370996714,0.0,0.8165732026100159
2500,8,0.5513550639152527,0.27674412727355957,0.0014836465707048774,0.27036964893341064,0.0013714662054553628,0.0013861407060176134,0.0,0.8315543532371521
2550,8,0.5544776916503906,0.2765604853630066,0.0021490559447556734,0.27305883169174194,0.001366026233881712,0.0013433104613795877,0.0,0.8440384864807129
2600,8,0.5539925694465637,0.277085542678833,0.0017820906359702349,0.27240127325057983,0.0013790703378617764,0.0013445692602545023,0.0,0.8343148231506348
2650,8,0.5476433038711548,0.27424633502960205,0.0016747929621487856,0.26902395486831665,0.0013456009328365326,0.0013526019174605608,0.0,0.8187361359596252
2700,8,0.5576508045196533,0.2817210555076599,0.0014037878718227148,0.27194806933403015,0.001292133703827858,0.0012857650872319937,0.0,0.8504800200462341
2750,8,0.558634340763092,0.28229713439941406,0.0013516362523660064,0.27244842052459717,0.0012799338437616825,0.0012572234263643622,0.0,0.8278909921646118
2800,9,0.5607209205627441,0.28142639994621277,0.0014488650485873222,0.275042325258255,0.0014061704277992249,0.0013971551088616252,0.0,0.856070339679718
2850,9,0.5475958585739136,0.27365642786026,0.0016580745577812195,0.26977211236953735,0.0012721465900540352,0.0012371152406558394,0.0,0.8276309967041016
2900,9,0.5410951972007751,0.27149146795272827,0.0015613132854923606,0.26559802889823914,0.001237831311300397,0.0012065805494785309,0.0,0.8558769226074219
2950,9,0.5597422122955322,0.28013062477111816,0.0020741561893373728,0.27464759349823,0.0014549229526892304,0.001434932230040431,0.0,0.8251187801361084
3000,9,0.5536900758743286,0.2787742018699646,0.0013666365994140506,0.27073678374290466,0.0013982013333588839,0.001414217404089868,0.0,0.7936432361602783
3050,9,0.5558837652206421,0.27784085273742676,0.0017651176312938333,0.27361610531806946,0.0013337198179215193,0.001328013138845563,0.0,0.8134109377861023
3100,9,0.5483167171478271,0.2742961347103119,0.0017244461923837662,0.2688734233379364,0.001719290274195373,0.0017034482443705201,0.0,0.8166797161102295
3150,10,0.5414483547210693,0.27167844772338867,0.0015272099990397692,0.2656489312648773,0.0012960073072463274,0.0012977932346984744,0.0,0.8363246917724609
3200,10,0.5379701256752014,0.2700325548648834,0.0015852429205551744,0.26354825496673584,0.0014024863485246897,0.001401601592078805,0.0,0.8400620222091675
3250,10,0.546157717704773,0.2742576599121094,0.0018218212062492967,0.26736724376678467,0.0013502537040039897,0.0013607819564640522,0.0,0.8350587487220764
3300,10,0.5537935495376587,0.2793625593185425,0.0016589626902714372,0.27029430866241455,0.0012523343320935965,0.001225359970703721,0.0,0.8537694215774536
3350,10,0.5450906157493591,0.2752014398574829,0.0020017880015075207,0.26516205072402954,0.0013549369759857655,0.001370355486869812,0.0,0.8170320391654968
3400,10,0.5360924005508423,0.2671020030975342,0.002180854557082057,0.2634567618370056,0.0016935864696279168,0.0016591252060607076,0.0,0.8170433044433594
3450,10,0.5271224975585938,0.2630937099456787,0.0016827811487019062,0.2597554326057434,0.0013150456361472607,0.0012754924828186631,0.0,0.8299636244773865
3500,11,0.5365608930587769,0.27006372809410095,0.0019476261222735047,0.2619613707065582,0.0012876810505986214,0.0013004618231207132,0.0,0.8164175748825073
3550,11,0.5346205830574036,0.26562586426734924,0.0014385804533958435,0.2651154398918152,0.00122169335372746,0.0012189485132694244,0.0,0.8425837755203247
3600,11,0.5436803698539734,0.27228033542633057,0.0018440608400851488,0.2668437063694,0.00134386052377522,0.0013684877194464207,0.0,0.848196268081665
3650,11,0.5359163284301758,0.26619553565979004,0.0020245753694325686,0.26499396562576294,0.0013545695692300797,0.0013476337771862745,0.0,0.7957456707954407
3700,11,0.5221100449562073,0.25874748826026917,0.0018213717266917229,0.25924766063690186,0.0011678257724270225,0.0011257207952439785,0.0,0.8254685401916504
3750,11,0.543547511100769,0.2728167176246643,0.0013410525862127542,0.2667548656463623,0.0013282112777233124,0.001306653139181435,0.0,0.8081355094909668
3800,12,0.5409473180770874,0.2721031904220581,0.0014975430676713586,0.264769047498703,0.0012872028164565563,0.00129032414406538,0.0,0.8350640535354614
3850,12,0.5335894823074341,0.26593437790870667,0.0014923906419426203,0.2637573480606079,0.0011969257611781359,0.0012084761401638389,0.0,0.8133366107940674
3900,12,0.5354776978492737,0.2684948444366455,0.0015123749617487192,0.26286792755126953,0.0013001419138163328,0.0013023506617173553,0.0,0.813338041305542
3950,12,0.5382713079452515,0.27007177472114563,0.0015878251288086176,0.2640170454978943,0.0013018554309383035,0.0012927399948239326,0.0,0.8081952333450317
4000,12,0.5369855165481567,0.2696513831615448,0.0017173594096675515,0.26295435428619385,0.0013295016251504421,0.0013329328503459692,0.0,0.8075430393218994
4050,12,0.5328828692436218,0.26816532015800476,0.0013956502079963684,0.2602449953556061,0.0015410790219902992,0.001535814255475998,0.0,0.800748348236084
4100,12,0.5435171127319336,0.2748428285121918,0.001475231139920652,0.26460209488868713,0.0012960836756974459,0.0013008684618398547,0.0,0.8353736400604248
4150,13,0.5432583093643188,0.27307868003845215,0.0018506130436435342,0.26578447222709656,0.001274130423553288,0.0012704369146376848,0.0,0.801161527633667
4200,13,0.5280941724777222,0.2656097114086151,0.0020418863277882338,0.257985383272171,0.0012303503463044763,0.0012268206337466836,0.0,0.8420237302780151
4250,13,0.5333847999572754,0.267797589302063,0.0014480078825727105,0.2616552412509918,0.0012463269522413611,0.0012376152444630861,0.0,0.8190344572067261
4300,13,0.5426544547080994,0.27321872115135193,0.0016794197726994753,0.26495063304901123,0.0013955326285213232,0.0014101285487413406,0.0,0.8139190673828125
4350,13,0.5366806983947754,0.26874685287475586,0.0019018978346139193,0.2636263072490692,0.001210999209433794,0.0011946663726121187,0.0,0.8336011171340942
4400,13,0.5410743355751038,0.2707878649234772,0.004260934889316559,0.26344361901283264,0.0012982101179659367,0.0012837174581363797,0.0,0.8061556220054626
4450,13,0.5289402008056641,0.2637098729610443,0.001618448062799871,0.2613022029399872,0.001148715615272522,0.0011609711218625307,0.0,0.8057066202163696
4500,14,0.5370774269104004,0.2725037634372711,0.0017064601415768266,0.26033511757850647,0.0012648891424760222,0.0012672487646341324,0.0,0.8146413564682007
4550,14,0.5314558148384094,0.26739320158958435,0.001525101950392127,0.25987011194229126,0.0013258622493594885,0.0013415456051006913,0.0,0.8210111856460571
4600,14,0.5291607975959778,0.2652483582496643,0.0017152623040601611,0.25991755723953247,0.0011452743783593178,0.0011342825600877404,0.0,0.8220636248588562
4650,14,0.5304602980613708,0.266177773475647,0.0017380599165335298,0.2601846158504486,0.0011838506907224655,0.0011759327026084065,0.0,0.8140339255332947
4700,14,0.5235317349433899,0.2630211114883423,0.0017230017110705376,0.2566083073616028,0.0010967676062136889,0.0010825491044670343,0.0,0.8039435148239136
4750,14,0.5384789705276489,0.27104538679122925,0.0015366048319265246,0.26356810331344604,0.001176200108602643,0.0011526833986863494,0.0,0.8343027830123901
4800,14,0.5441723465919495,0.274852454662323,0.001904109725728631,0.26520228385925293,0.0011002051178365946,0.0011133418884128332,0.0,0.8131225109100342
4850,15,0.533662736415863,0.2669799029827118,0.001493455027230084,0.2624208331108093,0.0013848576927557588,0.0013837204314768314,0.0,0.8193024396896362
4900,15,0.5348913669586182,0.26847052574157715,0.001761932740919292,0.2624260485172272,0.0011088313767686486,0.0011240446474403143,0.0,0.8081879615783691
4950,15,0.5265703201293945,0.26335880160331726,0.0016492115100845695,0.2592356503009796,0.0011454587802290916,0.0011811612639576197,0.0,0.8485623598098755
5000,15,0.5369733572006226,0.2704119384288788,0.0017652558162808418,0.26240822672843933,0.0011901803081855178,0.0011977809481322765,0.0,0.8286375999450684
5050,15,0.5326676964759827,0.26793086528778076,0.0019106967374682426,0.2607240676879883,0.0010608071461319923,0.001041267067193985,0.0,0.8206899166107178
5100,15,0.5311657786369324,0.26735490560531616,0.00190868997015059,0.25954991579055786,0.001173120690509677,0.0011791349388659,0.0,0.8068311810493469
5150,15,0.5403491258621216,0.27343133091926575,0.0014726155204698443,0.263347327709198,0.0010475404560565948,0.0010502946097403765,0.0,0.7906358242034912
5200,16,0.524153470993042,0.26104938983917236,0.0017892714822664857,0.25885817408561707,0.0012391885975375772,0.0012175096198916435,0.0,0.8138131499290466
5250,16,0.5302897095680237,0.26915863156318665,0.001582982949912548,0.25695884227752686,0.0012764878338202834,0.0013127924175933003,0.0,0.8264763355255127
5300,16,0.5220779180526733,0.2611018121242523,0.001730842748656869,0.2569948732852936,0.0011235172860324383,0.0011269182432442904,0.0,0.8095958232879639
5350,16,0.5322327613830566,0.26887786388397217,0.0019437134033069015,0.2592146396636963,0.0010975312907248735,0.0010989733273163438,0.0,0.8345335721969604
5400,16,0.5314565300941467,0.26779770851135254,0.0017229252262040973,0.2590565085411072,0.0014280364848673344,0.0014514012727886438,0.0,0.8231613039970398
5450,16,0.5352896451950073,0.2701226472854614,0.0014163603773340583,0.26156723499298096,0.0010814368724822998,0.001101975329220295,0.0,0.8333158493041992
5500,16,0.528927206993103,0.2675885558128357,0.001791990245692432,0.2572574317455292,0.0011364533565938473,0.0011527272872626781,0.0,0.814899742603302
5550,17,0.5262883901596069,0.264949232339859,0.001615282497368753,0.2575889229774475,0.0010647105518728495,0.0010702041909098625,0.0,0.8168405294418335
5600,17,0.5284920930862427,0.26413363218307495,0.0020088960882276297,0.25918689370155334,0.0015735025517642498,0.0015892027877271175,0.0,0.8238419890403748
5650,17,0.5241466164588928,0.2619147300720215,0.0019197211368009448,0.25802624225616455,0.0011500136461108923,0.0011358913034200668,0.0,0.8276548981666565
5700,17,0.5201167464256287,0.2603543698787689,0.0017882675165310502,0.25576746463775635,0.0010973908938467503,0.0011092235799878836,0.0,0.8335636854171753
5750,17,0.528254508972168,0.2652973532676697,0.002026816364377737,0.258442759513855,0.0012431381037458777,0.0012444194871932268,0.0,0.8296549916267395
5800,17,0.5219752192497253,0.2623811364173889,0.0018498249119147658,0.2555406987667084,0.0010992453899234533,0.0011043073609471321,0.0,0.8165063858032227
5850,17,0.5307023525238037,0.26793184876441956,0.0016900956397876143,0.25886112451553345,0.001103474642150104,0.0011158842826262116,0.0,0.8137555122375488
5900,18,0.5345801711082458,0.2664141058921814,0.0018775140633806586,0.2639469802379608,0.00115323590580374,0.0011883119586855173,0.0,0.8045775890350342
5950,18,0.5317913293838501,0.2696347236633301,0.0017347544198855758,0.2586379051208496,0.0008839325746521354,0.0009000106365419924,0.0,0.8013065457344055
6000,18,0.521090567111969,0.2626376152038574,0.0015157921006903052,0.25467079877853394,0.0011297462042421103,0.001136627746745944,0.0,0.8088829517364502
6050,18,0.5267555713653564,0.265676885843277,0.0020647651981562376,0.25682905316352844,0.0010773581452667713,0.001107487129047513,0.0,0.8304696083068848
6100,18,0.5304284691810608,0.26725801825523376,0.001698305830359459,0.2589327096939087,0.0012698047794401646,0.0012696126941591501,0.0,0.8354007005691528
6150,18,0.5299109220504761,0.26791343092918396,0.0016871060943230987,0.25808990001678467,0.001100257271900773,0.0011202398454770446,0.0,0.8160809278488159
6200,18,0.5285123586654663,0.26695430278778076,0.002046973444521427,0.25659888982772827,0.0014579306589439511,0.0014542239950969815,0.0,0.7906234264373779
6250,19,0.5202306509017944,0.26027992367744446,0.001702338457107544,0.2560243606567383,0.0010922064539045095,0.001131848432123661,0.0,0.8277758359909058
6300,19,0.5300350189208984,0.26563411951065063,0.001973304431885481,0.26006191968917847,0.00117244734428823,0.001193301985040307,0.0,0.8084039092063904
6350,19,0.5206056237220764,0.2633792757987976,0.0017870478332042694,0.25341159105300903,0.0010156037751585245,0.0010120747610926628,0.0,0.8098887205123901
6400,19,0.5201889872550964,0.25950756669044495,0.0018542971229180694,0.25639432668685913,0.001214115647599101,0.0012186688836663961,0.0,0.8170993328094482
6450,19,0.5198793411254883,0.26169413328170776,0.0017481682589277625,0.2544718384742737,0.000977837829850614,0.0009873330127447844,0.0,0.7963182330131531
6500,19,0.516203761100769,0.2591782808303833,0.0016206003492698073,0.2531117796897888,0.0011347861727699637,0.0011583240702748299,0.0,0.774857759475708
6550,19,0.5262975096702576,0.2641168534755707,0.0015557464212179184,0.2583337724208832,0.001146535505540669,0.0011445715790614486,0.0,0.8111609816551208
6600,20,0.5076749324798584,0.25474464893341064,0.0014455534983426332,0.2492552548646927,0.0011032256297767162,0.0011262481566518545,0.0,0.810722827911377
6650,20,0.5169410705566406,0.26068130135536194,0.00218006270006299,0.2519368529319763,0.0010596071369946003,0.0010832375846803188,0.0,0.789825439453125
6700,20,0.5291914343833923,0.2644447088241577,0.0016578808426856995,0.2612333297729492,0.0009170789271593094,0.0009384509758092463,0.0,0.8064916729927063
6750,20,0.5204368233680725,0.26201072335243225,0.002187588019296527,0.25367558002471924,0.0012735940981656313,0.0012893595267087221,0.0,0.7972837686538696
6800,20,0.5257772207260132,0.26497682929039,0.0017508302116766572,0.2571207284927368,0.0009594217408448458,0.0009694290347397327,0.0,0.8236568570137024
6850,20,0.5169036984443665,0.2573930621147156,0.0023726937361061573,0.2548653185367584,0.0011246902868151665,0.0011480075772851706,0.0,0.8080824017524719
6900,20,0.5191119909286499,0.2620749771595001,0.00167763140052557,0.2530631124973297,0.0011287633096799254,0.0011674591805785894,0.0,0.8000957369804382
6950,21,0.516753077507019,0.2617441713809967,0.0018144214991480112,0.2511247396469116,0.0010278651025146246,0.001041836803779006,0.0,0.7995544672012329
7000,21,0.5175747275352478,0.25953590869903564,0.0019565499387681484,0.2540224492549896,0.0010279933921992779,0.0010318118147552013,0.0,0.7877178192138672
7050,21,0.5315113067626953,0.2695615887641907,0.0017885800916701555,0.25800633430480957,0.0010597086511552334,0.0010951182339340448,0.0,0.7957658171653748
7100,21,0.5174173712730408,0.2597561478614807,0.002016297075897455,0.2536180913448334,0.0009871486108750105,0.0010396612342447042,0.0,0.8044871687889099
7150,21,0.5117087364196777,0.25608256459236145,0.0019255701918154955,0.25142303109169006,0.0011257273145020008,0.0011518355458974838,0.0,0.8095240592956543
7200,21,0.5149856209754944,0.2582605481147766,0.0020541308913379908,0.25273317098617554,0.0009484967449679971,0.000989315565675497,0.0,0.8147951364517212
7250,22,0.5191717147827148,0.2599998414516449,0.0019971055444329977,0.25491780042648315,0.0011267601512372494,0.0011302214115858078,0.0,0.8175073862075806
7300,22,0.513326108455658,0.2571861743927002,0.002152641536667943,0.25173527002334595,0.0011106091551482677,0.0011414207983762026,0.0,0.8250060081481934
7350,22,0.514230489730835,0.259981244802475,0.001760894083417952,0.2506616711616516,0.0009029173525050282,0.000923747313208878,0.0,0.8004961013793945
7400,22,0.5166754126548767,0.259890615940094,0.0024896098766475916,0.25194939970970154,0.0011614661198109388,0.0011843316024169326,0.0,0.7837798595428467
7450,22,0.5152190327644348,0.2589886784553528,0.001821490004658699,0.25238674879074097,0.0010045361705124378,0.0010175565257668495,0.0,0.8106001615524292
7500,22,0.5146018266677856,0.25814586877822876,0.0018984529888257384,0.25217217206954956,0.001181477215141058,0.0012038575951009989,0.0,0.7901045083999634
7550,22,0.51340651512146,0.2570703327655792,0.0028880436439067125,0.2510497570037842,0.001189278089441359,0.0012090682284906507,0.0,0.7943776845932007
7600,23,0.5093286037445068,0.25644534826278687,0.0018386999145150185,0.24882450699806213,0.001113101840019226,0.0011068894527852535,0.0,0.8105153441429138
7650,23,0.5085748434066772,0.2538203001022339,0.0016593197360634804,0.2505979537963867,0.0012530357344076037,0.0012442306615412235,0.0,0.817757248878479
7700,23,0.5253859162330627,0.2674696445465088,0.0020551159977912903,0.253511518239975,0.0011697319569066167,0.001179928076453507,0.0,0.8146090507507324
7750,23,0.519123375415802,0.2596372663974762,0.0020358941983431578,0.2553120255470276,0.0010639606043696404,0.0010742610320448875,0.0,0.7996784448623657
7800,23,0.5162818431854248,0.2605646848678589,0.0017977383686229587,0.25189855694770813,0.0010047921678051353,0.0010160418460145593,0.0,0.8030110597610474
7850,23,0.5209620594978333,0.26257508993148804,0.0025257400702685118,0.25308018922805786,0.001385511364787817,0.0013955386821180582,0.0,0.8232460618019104
7900,23,0.5268099308013916,0.2645154297351837,0.002381757367402315,0.2572833001613617,0.0013008491368964314,0.0013285145396366715,0.0,0.8055680990219116
7950,24,0.5058844089508057,0.2540203332901001,0.001861837925389409,0.24795624613761902,0.0010137463686987758,0.0010322218295186758,0.0,0.7920806407928467
8000,24,0.5152419209480286,0.25696876645088196,0.002109016990289092,0.2536192238330841,0.0012521026656031609,0.0012928389478474855,0.0,0.8106528520584106
8050,24,0.5206912755966187,0.2606677711009979,0.0019065368687734008,0.2558462619781494,0.0011219107545912266,0.0011487617157399654,0.0,0.8093680143356323
8100,24,0.5053475499153137,0.25356507301330566,0.001748627400957048,0.24812661111354828,0.0009435196407139301,0.0009637047769501805,0.0,0.7882093191146851
8150,24,0.5132494568824768,0.2571202218532562,0.0023678557481616735,0.2519186735153198,0.0009059054427780211,0.0009367322199977934,0.0,0.8024827241897583
8200,24,0.5071744322776794,0.25377824902534485,0.001766487956047058,0.2496841549873352,0.0009524787892587483,0.0009930634405463934,0.0,0.8197253942489624
8250,24,0.5115216374397278,0.2565794587135315,0.0018593635177239776,0.2511230409145355,0.0009629745618440211,0.0009967456571757793,0.0,0.7945965528488159
8300,25,0.5052812695503235,0.2546868324279785,0.0018030516803264618,0.24696099758148193,0.0009076473070308566,0.0009227460250258446,0.0,0.7653205394744873
8350,25,0.5105475783348083,0.2553287148475647,0.0022824443876743317,0.2507397532463074,0.0010879779001697898,0.0011086802696809173,0.0,0.775992751121521
8400,25,0.5083702802658081,0.25453224778175354,0.0021977124270051718,0.24965178966522217,0.0009810052579268813,0.0010075115133076906,0.0,0.7807993292808533
8450,25,0.5154003500938416,0.2607443928718567,0.0019578831270337105,0.25040438771247864,0.0011415155604481697,0.0011521584820002317,0.0,0.8207285404205322
8500,25,0.5040037631988525,0.2521246671676636,0.00222257012501359,0.24756473302841187,0.0010416463483124971,0.0010501178912818432,0.0,0.7930797338485718
8550,25,0.5139333605766296,0.2574481666088104,0.0016590122831985354,0.25249966979026794,0.001142347464337945,0.0011842349776998162,0.0,0.7764049172401428
8600,25,0.5119512677192688,0.25715750455856323,0.0018839810509234667,0.250488817691803,0.0012101618340238929,0.0012108124792575836,0.0,0.7847009301185608
8650,26,0.5105916261672974,0.2546721398830414,0.00233302335254848,0.25170356035232544,0.0009287659777328372,0.0009541725739836693,0.0,0.78300940990448
8700,26,0.5132768154144287,0.2575768828392029,0.0017402119701728225,0.25199106335639954,0.0009689684957265854,0.0009996441658586264,0.0,0.7860823273658752
8750,26,0.5025242567062378,0.2533789873123169,0.001808691187761724,0.24534884095191956,0.0009891524678096175,0.0009985700016841292,0.0,0.7842358946800232
8800,26,0.5113242268562317,0.2574318051338196,0.001892092521302402,0.25006771087646484,0.0009556911536492407,0.0009769302560016513,0.0,0.7969529628753662
8850,26,0.5159591436386108,0.2589671313762665,0.002359412144869566,0.2524396479129791,0.0010857760207727551,0.001107198535464704,0.0,0.7884399890899658
8900,26,0.5069104433059692,0.25545817613601685,0.0020515993237495422,0.24697326123714447,0.0011951520573347807,0.0012322820257395506,0.0,0.8059753179550171
8950,26,0.521513819694519,0.2602631449699402,0.002239061053842306,0.2568891942501068,0.0010394182754680514,0.0010829828679561615,0.0,0.7870509624481201
9000,27,0.5101042985916138,0.25537627935409546,0.0029206096660345793,0.24965554475784302,0.0010602495167404413,0.0010916076134890318,0.0,0.7827894687652588
9050,27,0.5045977234840393,0.25198033452033997,0.002353175776079297,0.2482314556837082,0.001007911516353488,0.001024812925606966,0.0,0.7927734851837158
9100,27,0.504256010055542,0.2515126168727875,0.002128412714228034,0.2484247088432312,0.0010851342231035233,0.0011050966568291187,0.0,0.7826225161552429
9150,27,0.511925458908081,0.2563701570034027,0.0020872969180345535,0.2513429522514343,0.001050163060426712,0.0010748340282589197,0.0,0.7887136340141296
9200,27,0.49928537011146545,0.2506292760372162,0.002203245647251606,0.24412325024604797,0.0011466349242255092,0.0011829383438453078,0.0,0.7929152846336365
9250,27,0.508935272693634,0.25650840997695923,0.002167643280699849,0.24835112690925598,0.0009412191575393081,0.0009669350693002343,0.0,0.7773615717887878
9300,27,0.513160765171051,0.25873303413391113,0.0020863227546215057,0.2500024437904358,0.0011520993430167437,0.0011868723668158054,0.0,0.8092328310012817
9350,28,0.5055699944496155,0.2550167143344879,0.0020450507290661335,0.24631604552268982,0.001086254371330142,0.0011059363605454564,0.0,0.7861670255661011
9400,28,0.5098979473114014,0.2550111711025238,0.002592032076790929,0.2500511407852173,0.0011151041835546494,0.0011285727377980947,0.0,0.7856510877609253
