t,x,y,theta_rad,lateral_err,heading_deg
0,0.15000,0.63000,0.95993,0.13000,55.000
1,0.16153,0.64632,0.95545,0.14632,54.743
2,0.17570,0.66041,0.78314,0.16041,44.871
3,0.19044,0.67390,0.74061,0.17390,42.434
4,0.20737,0.68452,0.56046,0.18452,32.112
5,0.22532,0.69330,0.45497,0.19330,26.068
6,0.24430,0.69956,0.31838,0.19956,18.242
7,0.26414,0.70189,0.11686,0.20189,6.696
8,0.28401,0.69977,-0.10583,0.19977,-6.064
9,0.30314,0.69398,-0.29414,0.19398,-16.853
10,0.32091,0.68485,-0.47444,0.18485,-27.183
11,0.33984,0.67845,-0.32634,0.17845,-18.698
12,0.35933,0.67402,-0.22333,0.17402,-12.796
13,0.37905,0.67084,-0.16010,0.17084,-9.173
14,0.39866,0.66696,-0.19523,0.16696,-11.186
15,0.41834,0.66350,-0.17383,0.16350,-9.960
16,0.43798,0.65984,-0.18436,0.15984,-10.563
17,0.45737,0.65500,-0.24487,0.15500,-14.030
18,0.47680,0.65033,-0.23562,0.15033,-13.500
