t,x,y,theta_rad,lateral_err,heading_deg
0,0.15000,0.60000,0.95993,0.10000,55.000
1,0.16266,0.61546,0.88461,0.11546,50.685
2,0.17777,0.62853,0.71316,0.12853,40.861
3,0.19451,0.63944,0.57764,0.13944,33.097
4,0.21319,0.64655,0.36355,0.14655,20.830
5,0.23286,0.65009,0.17814,0.15009,10.206
6,0.25282,0.65097,0.04405,0.15097,2.524
7,0.27276,0.64967,-0.06505,0.14967,-3.727
8,0.29262,0.64747,-0.11062,0.14747,-6.338
9,0.31244,0.64491,-0.12807,0.14491,-7.338
10,0.33205,0.64108,-0.19297,0.14108,-11.057
11,0.35145,0.63629,-0.24213,0.13629,-13.873
12,0.37096,0.63198,-0.21734,0.13198,-12.453
13,0.39051,0.62786,-0.20784,0.12786,-11.908
14,0.40989,0.62299,-0.24611,0.12299,-14.101
15,0.42932,0.61830,-0.23708,0.11830,-13.584
16,0.44870,0.61342,-0.24667,0.11342,-14.133
17,0.46810,0.60866,-0.24057,0.10866,-13.784
18,0.48755,0.60406,-0.23209,0.10406,-13.298
