t,x,y,theta_rad,lateral_err,heading_deg
0,0.15000,0.65000,0.95993,0.15000,55.000
1,0.15876,0.66796,1.11677,0.16796,63.986
2,0.16479,0.68701,1.26467,0.18701,72.460
3,0.16882,0.70658,1.36750,0.20658,78.352
4,0.17065,0.72648,1.47935,0.22648,84.760
5,0.17325,0.74629,1.43999,0.24629,82.506
6,0.17628,0.76604,1.41868,0.26604,81.284
7,0.17944,0.78578,1.41210,0.28578,80.907
8,0.18301,0.80544,1.39105,0.30544,79.701
9,0.18965,0.82428,1.23202,0.32428,70.590
10,0.20049,0.84107,0.99761,0.34107,57.159
11,0.21394,0.85585,0.83215,0.35585,47.679
12,0.22350,0.87340,1.07215,0.37340,61.429
13,0.23710,0.88803,0.82215,0.38803,47.106
14,0.25379,0.89902,0.58237,0.39902,33.367
15,0.27263,0.90568,0.33955,0.40568,19.455
16,0.28938,0.91658,0.57666,0.41658,33.040
17,0.30825,0.92316,0.33585,0.42316,19.243
18,0.32811,0.92532,0.10851,0.42532,6.217
