t,x,y,theta_rad,lateral_err,heading_deg
0,0.15000,0.63000,0.95993,0.13000,55.000
1,0.16266,0.64546,0.88467,0.14546,50.688
2,0.17788,0.65841,0.70496,0.15841,40.391
3,0.19494,0.66881,0.54749,0.16881,31.369
4,0.21383,0.67533,0.33214,0.17533,19.030
5,0.23360,0.67822,0.14517,0.17822,8.318
6,0.25359,0.67823,0.00081,0.17823,0.046
7,0.27343,0.67586,-0.11910,0.17586,-6.824
8,0.29313,0.67255,-0.16612,0.17255,-9.518
9,0.31281,0.66905,-0.17634,0.16905,-10.103
10,0.33225,0.66446,-0.23190,0.16446,-13.287
11,0.35144,0.65888,-0.28268,0.15888,-16.197
12,0.37078,0.65384,-0.25496,0.15384,-14.608
13,0.39021,0.64917,-0.23615,0.14917,-13.531
14,0.40946,0.64383,-0.27065,0.14383,-15.507
15,0.42874,0.63857,-0.26614,0.13857,-15.249
16,0.44803,0.63335,-0.26434,0.13335,-15.146
17,0.46736,0.62830,-0.25527,0.12830,-14.626
18,0.48672,0.62335,-0.25060,0.12335,-14.358
