t,x,y,theta_rad,lateral_err,heading_deg
0,0.15000,0.68000,0.95993,0.18000,55.000
1,0.16274,0.69540,0.87954,0.19540,50.394
2,0.17889,0.70716,0.62967,0.20716,36.077
3,0.19584,0.71775,0.55830,0.21775,31.988
4,0.21435,0.72526,0.38564,0.22526,22.095
5,0.23378,0.72994,0.23598,0.22994,13.521
6,0.25373,0.73102,0.05423,0.23102,3.107
7,0.27346,0.72784,-0.15999,0.22784,-9.167
8,0.29196,0.72027,-0.38830,0.22027,-22.248
9,0.30934,0.71041,-0.51603,0.21041,-29.566
10,0.32463,0.69755,-0.69942,0.19755,-40.074
11,0.34079,0.68580,-0.62831,0.18580,-35.999
12,0.35861,0.67675,-0.47014,0.17675,-26.937
13,0.37697,0.66886,-0.40565,0.16886,-23.242
14,0.39546,0.66128,-0.38914,0.16128,-22.296
15,0.41444,0.65503,-0.31823,0.15503,-18.234
16,0.43363,0.64949,-0.28112,0.14949,-16.107
17,0.45268,0.64344,-0.30720,0.14344,-17.601
18,0.47173,0.63741,-0.30690,0.13741,-17.584
