t,x,y,theta_rad,lateral_err,heading_deg
0,0.15000,0.55000,0.95993,0.05000,55.000
1,0.16332,0.56489,0.84094,0.06489,48.182
2,0.17889,0.57742,0.67783,0.07742,38.837
3,0.19602,0.58771,0.54088,0.08771,30.990
4,0.21411,0.59620,0.43854,0.09620,25.127
5,0.23296,0.60284,0.33902,0.10284,19.425
6,0.25224,0.60809,0.26579,0.10809,15.229
7,0.27171,0.61256,0.22549,0.11256,12.920
8,0.29166,0.61380,0.06231,0.11380,3.570
9,0.31154,0.61185,-0.09816,0.11185,-5.624
10,0.33106,0.60755,-0.21647,0.10755,-12.403
11,0.35062,0.60350,-0.20434,0.10350,-11.708
12,0.37021,0.59956,-0.19855,0.09956,-11.376
13,0.38991,0.59619,-0.16918,0.09619,-9.693
14,0.40961,0.59283,-0.16888,0.09283,-9.676
15,0.42927,0.58925,-0.18057,0.08925,-10.346
16,0.44898,0.58595,-0.16575,0.08595,-9.497
17,0.46864,0.58237,-0.17991,0.08237,-10.308
18,0.48839,0.57937,-0.15083,0.07937,-8.642
