t,x,y,theta_rad,lateral_err,heading_deg
0,0.15000,0.65000,0.95993,0.15000,55.000
1,0.16234,0.66572,0.90536,0.16572,51.873
2,0.17705,0.67924,0.74349,0.17924,42.599
3,0.19439,0.68917,0.51955,0.18917,29.768
4,0.21361,0.69464,0.27733,0.19464,15.890
5,0.23355,0.69590,0.06351,0.19590,3.639
6,0.25338,0.69342,-0.12454,0.19342,-7.136
7,0.27318,0.69070,-0.13690,0.19070,-7.844
8,0.29287,0.68733,-0.16915,0.18733,-9.691
9,0.31239,0.68303,-0.21694,0.18303,-12.430
10,0.33160,0.67755,-0.27804,0.17755,-15.931
11,0.35083,0.67211,-0.27559,0.17211,-15.790
12,0.37026,0.66743,-0.23639,0.16743,-13.544
13,0.38962,0.66248,-0.25005,0.16248,-14.327
14,0.40893,0.65736,-0.25919,0.15736,-14.851
15,0.42806,0.65159,-0.29285,0.15159,-16.779
16,0.44716,0.64571,-0.29890,0.14571,-17.126
17,0.46636,0.64018,-0.28034,0.14018,-16.062
18,0.48564,0.63493,-0.26603,0.13493,-15.242
