t,x,y,theta_rad,lateral_err,heading_deg
0,0.15000,0.63000,0.95993,0.13000,55.000
1,0.16234,0.64572,0.90536,0.14572,51.873
2,0.17816,0.65792,0.65697,0.15792,37.642
3,0.19632,0.66626,0.43022,0.16626,24.650
4,0.21582,0.67064,0.22128,0.17064,12.679
5,0.23578,0.67140,0.03815,0.17140,2.186
6,0.25555,0.66850,-0.14606,0.16850,-8.369
7,0.27534,0.66571,-0.13988,0.16571,-8.014
8,0.29509,0.66268,-0.15212,0.16268,-8.716
9,0.31439,0.65750,-0.26241,0.15750,-15.035
10,0.33350,0.65164,-0.29742,0.15164,-17.041
11,0.35271,0.64615,-0.27846,0.14615,-15.955
12,0.37204,0.64110,-0.25530,0.14110,-14.628
13,0.39094,0.63460,-0.33161,0.13460,-19.000
14,0.40926,0.62662,-0.41078,0.12662,-23.536
15,0.42723,0.61788,-0.45241,0.11788,-25.921
16,0.44598,0.61097,-0.35331,0.11097,-20.243
17,0.46520,0.60549,-0.27760,0.10549,-15.905
18,0.48488,0.60204,-0.17381,0.10204,-9.959
