t,x,y,theta_rad,lateral_err,heading_deg
0,0.15000,0.67000,0.95993,0.17000,55.000
1,0.16268,0.68544,0.88339,0.18544,50.614
2,0.17867,0.69743,0.64325,0.19743,36.856
3,0.19712,0.70510,0.39390,0.20510,22.569
4,0.21689,0.70803,0.14713,0.20803,8.430
5,0.23679,0.70626,-0.08870,0.20626,-5.082
6,0.25584,0.70022,-0.30694,0.20022,-17.587
7,0.27473,0.69372,-0.33146,0.19372,-18.991
8,0.29380,0.68772,-0.30479,0.18772,-17.463
9,0.31276,0.68141,-0.32109,0.18141,-18.397
10,0.33151,0.67452,-0.35226,0.17452,-20.183
11,0.34979,0.66645,-0.41555,0.16645,-23.809
12,0.36842,0.65921,-0.37090,0.15921,-21.251
13,0.38761,0.65365,-0.28217,0.15365,-16.167
14,0.40635,0.64672,-0.35412,0.14672,-20.290
15,0.42531,0.64039,-0.32200,0.14039,-18.449
16,0.44451,0.63485,-0.28091,0.13485,-16.095
17,0.46378,0.62959,-0.26659,0.12959,-15.275
18,0.48322,0.62496,-0.23384,0.12496,-13.398
