t,x,y,theta_rad,lateral_err,heading_deg
0,0.15000,0.55000,0.95993,0.05000,55.000
1,0.16271,0.56542,0.88152,0.06542,50.508
2,0.17772,0.57861,0.72103,0.07861,41.312
3,0.19433,0.58972,0.58950,0.08972,33.776
4,0.21287,0.59717,0.38216,0.09717,21.896
5,0.23244,0.60122,0.20381,0.10122,11.678
6,0.25237,0.60260,0.06943,0.10260,3.978
7,0.27234,0.60187,-0.03667,0.10187,-2.101
8,0.29226,0.60031,-0.07848,0.10031,-4.496
9,0.31217,0.59855,-0.08794,0.09855,-5.038
10,0.33199,0.59607,-0.12436,0.09607,-7.125
11,0.35170,0.59277,-0.16592,0.09277,-9.507
12,0.37150,0.59006,-0.13627,0.09006,-7.808
13,0.39133,0.58762,-0.12219,0.08762,-7.001
14,0.41108,0.58455,-0.15410,0.08455,-8.829
15,0.43085,0.58164,-0.14654,0.08164,-8.396
16,0.45060,0.57863,-0.15092,0.07863,-8.647
17,0.47038,0.57581,-0.14193,0.07581,-8.132
18,0.49019,0.57315,-0.13305,0.07315,-7.623
