t,x,y,theta_rad,lateral_err,heading_deg
0,0.15000,0.68000,0.95993,0.18000,55.000
1,0.15893,0.69788,1.10766,0.19788,63.464
2,0.16558,0.71672,1.23117,0.21672,70.541
3,0.17184,0.73569,1.25213,0.23569,71.742
4,0.17636,0.75516,1.34279,0.25516,76.936
5,0.18261,0.77414,1.25264,0.27414,71.771
6,0.18821,0.79332,1.28665,0.29332,73.720
7,0.19639,0.81156,1.14941,0.31156,65.856
8,0.20795,0.82785,0.95381,0.32785,54.649
9,0.22154,0.84250,0.82260,0.34250,47.132
10,0.23707,0.85507,0.68049,0.35507,38.989
11,0.24901,0.87110,0.93049,0.37110,53.313
12,0.26090,0.88716,0.93390,0.38716,53.509
13,0.27473,0.90158,0.80613,0.40158,46.188
14,0.28596,0.91811,0.97409,0.41811,55.812
15,0.29851,0.93366,0.89178,0.43366,51.095
16,0.31105,0.94922,0.89224,0.44922,51.122
17,0.32348,0.96486,0.89947,0.46486,51.536
18,0.33430,0.98166,0.99878,0.48166,57.226
