t,x,y,theta_rad,lateral_err,heading_deg
0,0.15000,0.60000,0.95993,0.10000,55.000
1,0.16234,0.61572,0.90536,0.11572,51.873
2,0.17684,0.62946,0.75842,0.12946,43.454
3,0.19353,0.64046,0.58286,0.14046,33.395
4,0.21209,0.64786,0.37931,0.14786,21.733
5,0.23173,0.65156,0.18617,0.15156,10.667
6,0.25171,0.65172,0.00798,0.15172,0.457
7,0.27169,0.65154,-0.00912,0.15154,-0.522
8,0.29159,0.64980,-0.08717,0.14980,-4.994
9,0.31124,0.64614,-0.18421,0.14614,-10.555
10,0.33060,0.64117,-0.25102,0.14117,-14.382
11,0.34996,0.63624,-0.24938,0.13624,-14.288
12,0.36945,0.63184,-0.22205,0.13184,-12.723
13,0.38875,0.62666,-0.26210,0.12666,-15.017
14,0.40778,0.62056,-0.31028,0.12056,-17.778
15,0.42633,0.61312,-0.38139,0.11312,-21.852
16,0.44472,0.60532,-0.40112,0.10532,-22.982
17,0.46404,0.60021,-0.25882,0.10021,-14.829
18,0.48352,0.59577,-0.22419,0.09577,-12.845
